id,translated_russian,origin_translation,origin_bleu,gpt_translation,gpt_bleu
445,"Поскольку такая тактика была принята в ограниченных масштабах, Германия ожидала аналогичного ответа на неограниченную войну с подводными лодками.","Так как реакция на эту тактику была сдержанная, Германия ожидала подобную реакцию на свои беспрепятственные подводные военные действия.",0.7919631600379944,"Поскольку на эту тактику было ограниченное реагирование, Германия ожидала аналогичного ответа на свою неограниченную подводную войну.",0.8528483510017395
446,"В течение 1920-х годов большинство граждан и наций придерживались таких взглядов, как пацифизм и изоляция.","Среди большинства граждан и народов в 1920-е годы преобладали такие настроения, как пацифизм и изоляция.",0.9305960536003113,В 1920-х годах преобладающими настроениями большинства граждан и наций были пацифизм и изоляция.,0.9167037010192871
447,"Увидев ужасы и зверства войны во время Первой мировой войны, страны хотели вновь избежать такой ситуации в будущем.","Познав ужасы и зверства Первой мировой войны, государства хотели избежать подобной ситуации в будущем.",0.9523816704750061,"После того как во время Первой мировой войны люди увидели ужасы и зверства войны, нации стремились избежать повторения такой ситуации в будущем.",0.9284725785255432
448,"В 1884 году Тесла переехала в Соединенные Штаты Америки, чтобы согласиться на работу в компанию Эдисон в Нью-Йорке.","В 1884 году Тесла перебрался в Соединенные Штаты Америки, и принял предложение работать в компании Edison в городе Нью-Йорке.",0.9138896465301514,"В 1884 году Тесла переехал в Соединенные Штаты Америки, чтобы устроиться на работу в компанию Эдисона в Нью-Йорке.",0.9317718148231506
449,"Он прибыл в США с 4 центами за своё имя, книгой поэзии и рекомендательным письмом от Чарльза Батчелора (его менеджера на предыдущей работе) Томасу Эдисону.","Он приехал в США с четырьмя центами в кармане, книгой стихов и рекомендательным письмом от Чарльза Бэтчелора, который был его начальником на предыдущей работе, к Томасу Эдисону.",0.8448742032051086,"Он приехал в США с 4 центами в кармане, книгой стихов и рекомендательным письмом от Чарльза Бэтчелора (его управляющего на предыдущей работе) к Томасу Эдисону.",0.8695761561393738
450,"Древний Китай имел уникальный способ показать разные периоды времени; каждая стадия Китая или каждая семья, которая находилась у власти, была отличительной династией.","В древнем Китае использовали уникальный способ обозначения периодов времени; каждый этап Китая или каждая семья, находившаяся у власти, были особой династией.",0.91731858253479,Древний Китай имел уникальный способ обозначения различных исторических периодов; каждая эпоха Китая или каждая правящая династия была отличительной династией.,0.9164843559265137
451,"Самой известной из этих периодов была эпоха трех королевств, просуществовавшая в течение 60 лет между династией Хан и династией Джин.","Кроме того между правлениями каждой династии царила раздробленность и нестабильность. Самой известной была эпоха Троецарствия, которая длилась 60 лет во время династий Хань и Цзинь.",0.8485684990882874,"Также между каждой династией существовала нестабильная эпоха разделенных провинций. Наиболее известным из этих периодов была эпоха Трех царств, продолжавшаяся 60 лет между династиями Хань и Цзинь.",0.877325713634491
452,"В эти периоды между многими дворянами, сражающимися за трон, происходили ожесточенные войны.","В течение этого периода имели место ожесточенные военные действия между многими знатными людьми, борющимися за трон.",0.9345757365226746,"В течение этих периодов происходили ожесточенные сражения между многими дворянами, сражающимися за трон.",0.9578513503074646
453,"Три королевства были одной из самых кровопролитных эпох в истории Древнего Китая, тысячи людей погибли, сражаясь за то, чтобы сесть на высочайшее место в большом дворце в Ситане.","Эпоха Троецарствия была одним из самых кровавых периодов в истории древнего Китая. Тысячи людей погибли, сражаясь за место на троне в большом дворце в Сиане.",0.8645936846733093,"Три царства были одной из самых кровопролитных эпох в истории Древнего Китая, тысячи людей погибли в борьбе за право сидеть на высшем троне в великом дворце в Сиане.",0.905954122543335
454,"Существует множество социальных и политических последствий, таких, как использование метрической системы, переход от аболитизма к республиканскому, национализм и вера в то, что страна принадлежит народу, а не единому правителю.","Существует множество таких социальных и политических эффектов, как использование метрической системы, переход от абсолютизма к республиканизму, национализм и вера в то, что страна принадлежит народу, а не единоличному правителю.",0.8963794112205505,"Существует множество социальных и политических последствий, таких как использование метрической системы, переход от абсолютизма к республиканству, национализм и вера в то, что страна принадлежит народу, а не одному единственному правителю.",0.9106436371803284
455,"Также после того, как революционные профессии были открыты для всех кандидатов-мужчин, что позволило наиболее амбициозным и успешным людям добиться успеха.","Также после Революции открылись возможности работы открылись всем мужчинам, что позволило самым амбициозным и талантливым добиться успеха.",0.7656542658805847,"Также после революции вакансии были открыты для всех мужчин, что позволило наиболее амбициозным и успешным добиться успеха.",0.8149421811103821
456,"То же самое относится и к военным, потому что вместо армейского ранга, основанного на классе, они теперь основаны на кайлабере.","То же самое относится и к армии, потому что звания стали основываться на качествах, а не в зависимости от происхождения.",0.7573531270027161,"То же самое относится и к армии, потому что вместо того, чтобы звания в армии определялись классом, теперь они определялись калибром.",0.7964290380477905
457,Французская революция также вдохновила многих других угнетенных рабочих классов другой страны начать свои собственные революции.,Французская революция также вдохновила многих других репрессированных представителей рабочего класса в других странах начать свои собственные революции.,0.9584389328956604,Французская революция также вдохновила многих других угнетенных представителей рабочего класса в других странах на начало собственных революций.,0.9589514136314392
458,"Мухаммад был глубоко заинтересован в делах, выходящих за рамки этой мирской жизни.","Мухаммед очень интересовался темами, не связанными с мирской жизнью. Он часто посещал пещеру, которая стала известна как ""Хира"" на горе ""Нур"" (свет) для размышлений.",0.6883388161659241,"Мухаммад был глубоко заинтересован вопросами, выходящими за пределы этой мирской жизни. Он часто посещал пещеру, ставшую известной как ""Хира'"" на горе ""Нур"" (свет) для размышлений.",0.7335399985313416
459,"Он покидает себя, переживший времена, дает очень яркое изображение духовных наклонностей Мухаммада.","Ну а пещера, которая сохранилась до наших дней, очень ярко даёт нам представление о духовных стремлениях Мухаммеда.",0.5611782670021057,"Пещера сама по себе, пережившая времена, дает очень яркий образ духовных наклонностей Мухаммада.",0.6213765144348145
460,На вершине одной из гор к северу от Мекки пещера полностью изолирована от остального мира.,Пещера располагается на вершине горы к северу от Мекки и полностью изолирована от остального мира.,0.9357432126998901,"Отдыхающая на вершине одной из гор к северу от Мекки, пещера полностью изолирована от остального мира.",0.9422818422317505
461,"На самом деле, найти его совсем нелегко, даже если бы кто-то знал, что он существует, когда он находится в пещере, это полная изоляция.","Ее очень нелегко обнаружить даже тому, кто знает о ее существовании. В пещере человек оказывается в полной изоляции.",0.7803763151168823,"На самом деле, найти это вовсе не просто, даже если знать, что оно существует. Оказавшись внутри пещеры, вы оказываетесь в полной изоляции.",0.7867693305015564
462,"Ничто не видно, кроме ясного, прекрасного неба над небом и многих окружающих гор. Очень мало этого мира можно увидеть или услышать изнутри пещеры.",Не видно ничего кроме чистого прекрасного неба над головой и множества окружающих гор. Из глубины пещеры можно видеть и слышать лишь очень малую часть этого мира.,0.8545801639556885,"Ничего не видно, кроме ясного, красивого неба над головой и множества окружающих гор. Очень мало этого мира можно увидеть или услышать изнутри пещеры.",0.9047135710716248
463,"Великая пирамида в Гизе - единственное из семи чудес, которое все еще стоит сегодня.","Великая Пирамида в Гизе это единственное из семи чудес света, которое существует сегодня.",0.9057231545448303,"Великая пирамида в Гизе является единственным из семи чудес, который до сих пор стоит.",0.9514336585998535
464,"Построенный египтянами в III веке до н. э., Великая Пирамида является одной из многих больших пирамид, созданных в честь мертвого фараона.","Великая пирамида была возведена египтянами в третьем веке до нашей эры и является одним из множества больших пирамидальных сооружений, построенных, чтобы почтить память фараона.",0.907377302646637,"Построенная египтянами в третьем веке до нашей эры, Великая пирамида является одной из многих крупных пирамидальных структур, возведенных в честь умерших фараонов.",0.9183254241943359
465,"Плато Гизы, или ""Giza Necropolis"" в египетской долине Мертвых, содержит несколько пирамид (из которых великая пирамида является самой большой), несколько небольших гробниц, несколько храмов и великий Сфинкс.","Плато Гиза, или же Некрополь Гизы, в египетской Долине Мёртвых, включает несколько пирамид (из которых Великая пирамида Гизы — самая большая), несколько небольших гробниц, несколько храмов и Большой сфинкс.",0.912647545337677,"Плато Гиза, или ""Гизийская некрополь"" в Египетской долине мертвых, содержит несколько пирамид (из которых Великая пирамида является наибольшей), несколько маленьких гробниц, несколько храмов и великого Сфинкса.",0.9178107380867004
466,"Великая пирамида была создана для того, чтобы почтить память фараона Хуфу, и многие малые пирамиды, могилы и храмы были построены для того, чтобы почтить память жен и членов семьи Хуфу.","Великая Пирамида была создана в честь фараона Хеопса, а много меньших пирамид, гробниц и храмов были построены в честь жён Хеопаса и его родственников.",0.8552252054214478,"Великая пирамида была создана в честь фараона Хуфу, а многие из меньших пирамид, гробниц и храмов были построены в честь жен и членов семьи Хуфу.",0.8922447562217712
467,"Марк ""up bono"" выглядит как ""V"" и ""down boot mark"" как степлер или квадрат, в котором отсутствует нижняя сторона.","Знак движения смычка вверх выглядит как V, а движение смычка вниз — как скоба или квадрат без нижней стороны.",0.5214858055114746,"Знак ""вверхняя дуга"" выглядит как буква V, а знак ""низкая дуга"" напоминает скобу или квадрат без нижней стороны.",0.5264142751693726
468,"Подняться означает, что вы должны начать с кончика и толкать лук, а вниз означает, что вы должны начать с лягушки (где ваша рука держит лук) и вытащить лук.","""Вверх"" означает, что вы должны начать с кончика и отвести смычок вперёд, а ""вниз"" означает, что вы должны начать с места, где ваша рука держит смычок и отвести его назад.",0.6434906125068665,"Вверх означает, что вы должны начинать с кончика и толкать смычок, а вниз означает, что вы должны начинать с лягушки (где ваша рука держит смычок) и тянуть смычок.",0.7202777862548828
469,"Наверху, как правило, появляется мягкий звук, в то время как нисходящее пятно сильнее и напористее.","Движение смычка вверх обычно издает более мягкий звук, в то время как движение смычка вниз – более сильный и напористый.",0.6756989359855652,"Восходящая смычок обычно создает более мягкий звук, в то время как нисходящая смычок звучит сильнее и более настойчиво.",0.6815302968025208
470,"Не стесняйся карандашами, но помни, что отпечатанные пятна клана здесь по музыкальной причине, так что их обычно следует уважать.","Вы можете рисовать свою собственную штриховку, но помните, что штриховка напечатана по музыкальным причинам, и ей обычно стоит следовать.",0.5451523661613464,"Не стесняйтесь делать свои собственные пометки, но помните, что напечатанные знаки для смычка существуют по музыкальным причинам, поэтому их обычно следует уважать.",0.5874630808830261
471,"Напуганный король Людовик XVI, королева Мари Антуанетт их двое маленьких детей (11-летняя Мари Тереза и 4-летняя Луи-Чарлес) и сестра короля, мадам Элизабет, 6 октября 1789 года были вынуждены вернуться в Париж из Версаля толпой женщин на рынке.","6-го октября 1789-го года разозлённая толпа женщин с рынка заставила  вернуться в Париж из Версаля пришедших в ужас короля Людовика XVI, королеву Марию-Антуаннету, их двух маленьких детей (11-ти летнюю Марию-Терезу и 4-х летнего Луи-Чарлза) и сестру короля мадам Элизабет.",0.7570269703865051,"В ужасе король Людовик XVI, королева Мария Антуанетта, их двое маленьких детей (11-летняя Мария Тереза и 4-летний Людовик-Шарль), а также сестра короля, мадам Элизабета, 6 октября 1789 года были вынуждены вернуться в Париж из Версаля под натиском толпы рыночных женщин.",0.8115750551223755
472,"В карете они вернулись в Париж, окруженные толпой людей, кричащих и кричащих на Короля и Королеву.","Они вернулись в Париж в карете, окружённые толпой людей, которые выкрикивали угрозы королю и королеве.",0.7274189591407776,"В карете они вернулись в Париж, окруженные толпой людей, которые кричали и угрожали королю и королеве.",0.7812981009483337
473,Толпа людей заставила Короля и Королеву открыть окна их карет.,Толпа людей заставила Короля и Королеву широко открыть окна.,0.8073327541351318,Толпа людей заставила короля и королеву держать окна их кареты широко открытыми.,0.7211504578590393
474,"Однажды один из членов толпы махнул головой королевского охранника, убитого в Версале на глазах у испуганной королевы.","В какой-то момент один участник этой толпы помахал головой королевского гвардейца, убитого в Версале на глазах у испуганной королевы.",0.7664485573768616,"В какой-то момент один из членов толпы размахивал головой королевского гвардейца, убитого в Версале, перед испуганной королевой.",0.697834312915802
475,Военные расходы американского империализма в завоевании Филиппин были оплачены самим филиппинским народом.,Военные расходы американского империализма на завоевание Филиппин оплатили сами филиппинцы.,0.9527493119239807,Военные расходы империализма США на завоевание Филиппин были оплачены самим филиппинским народом.,0.9694743156433105
476,"Они были вынуждены платить налоги колониальному режиму США, чтобы покрыть значительную часть расходов и процентов по облигациям, покрытым от имени филиппинского правительства через банковские дома на Уолл-Стрит.","Они были вынуждены платить налоги американскому колониальному режиму, чтобы оплатить большую часть расходов и процент по облигационным займам, перемещаемым от имени филиппинского правительства через банкирские конторы Уолл-стрит.",0.9024123549461365,"Им приходилось платить налоги колониальному режиму США, чтобы покрыть значительную часть расходов и процентные платежи по облигациям, выпущенным от имени правительства Филиппин через банки Уолл-стрит.",0.9115689992904663
477,"Конечно, сверхприбыль, получаемая в результате длительной эксплуатации филиппинского народа, станет основным достижением американского империализма.","Конечно, сверхприбыли, принесенные долгой эксплуатацией филиппинцев, составляли основной доход американского империализма.",0.9342250823974609,"Конечно, суперприбыль, полученная в результате продолжительной эксплуатации филиппинского народа, составит основные выгоды amerikanского империализма.",0.9461807608604431
478,"Чтобы понять тамплиеров, нужно понять контекст, который привел к созданию порядка.","Чтобы понять тамплиеров, нужно понять контекст, побудивший их к созданию ордена.",0.8867709636688232,"Чтобы понять тамплиеров, необходимо понять контекст, который побудил к созданию ордена.",0.8942606449127197
479,"Возраст, в котором произошли события, обычно называют «Великими Средневековьями» — период европейской истории в 11, 12 и 13 веках (AD 1000—1300).","Эпоху, в которой происходили данные события, принято называть Высоким Средневековьем, периодом европейской истории, затрагивающим XI, XII и XIII века (1000–1300 гг. н. э.).",0.9148163199424744,"Эпоха, в которой произошли эти события, обычно называется Высоким Средневековьем, это период европейской истории в 11-м, 12-м и 13-м веках (с 1000 по 1300 год нашей эры).",0.9224005341529846
480,"Первоначальные средние века предшествовали ранним средним векам, а за ними последовали поздние средние века, которые заканчивались конгрессом примерно в 1500 году.","Высокое Средневековье сменило ранее Средневековье и предшествовало позднему Средневековью, которое, согласно принятой точке зрения, завершилось около 1500 г.",0.6563954949378967,"Высокое Средневековье предшествовало Раннему Средневековью и последовало за Поздним Средневековьем, которое по конвенции заканчивается примерно в 1500 году.",0.6655377745628357
481,"Технологический детерминизм - это термин, который охватывает широкий круг идей на практике, начиная с технологического нажима или технологического императива и заканчивая строгим пониманием того, что судьба человека определяется лежащей в основе логикой, связанной с научными законами и их проявлением в технологии.","Технологический детерминизм — это термин, охватывающий широкий спектр практических идей, от технического прогресса или технологического императива до строгой точки зрения, что судьбами людей движет основополагающая логика, связанная с законами науки и их проявлением в технологиях.",0.8834677934646606,"Технологический детерминизм — это термин, охватывающий широкий спектр идей на практике, от технологического толчка или технологического императива до строгого понимания того, что человеческая судьба определяется основной логикой, связанной с научными законами и их проявлением в технологии.",0.8897808194160461
482,"В большинстве толкований технологического детерминизма имеются две общие идеи: что развитие самой технологии идет по пути, который в значительной степени выходит за рамки культурного или политического влияния, и что технология, в свою очередь, оказывает «эффект» на общества, которые являются неотъемлемыми, а не социально обусловленными.","Большинство воззрений на технологический детерминизм разделяют две общие идеи: что направление развития технологий практически неподвластно культурному или политическому влиянию и что, в свою очередь, ""воздействие"" технологий на общество обусловлено их собственными свойствами, а не обществом.",0.8499943614006042,"Большинство интерпретаций технологического детерминизма разделяют две общие идеи: что развитие технологий само по себе следует пути, в значительной степени выходящему за рамки культурного или политического влияния, и что технологии, в свою очередь, имеют «эффекты» на общества, которые являются врожденными, а не социально обусловленными.",0.887748122215271
483,"Например, можно сказать, что автомобиль неизбежно ведет к развитию дорог.","Например, можно было бы сказать, что автомобиль является обязательной причиной развития дорог.",0.8916294574737549,"Например, можно сказать, что автомобиль неизбежно приводит к развитию дорог.",0.9623644351959229
484,"Однако общенациональная автодорожная сеть экономически неэффективна лишь для небольшого числа легковых автомобилей, в связи с чем разрабатываются новые методы производства для снижения стоимости собственности на автомобили.","Однако общенациональная дорожная сеть экономически невыгодна лишь для небольшой группы автомобилей, поэтому разрабатываются новые методы производства, позволяющие снизить стоимость владения автомобилем.",0.92239910364151,"Однако национальная дорожная сеть не является экономически целесообразной для всего лишь нескольких автомобилей, поэтому разрабатываются новые методы производства, чтобы снизить стоимость владения автомобилем.",0.9106733798980713
485,"Массовое владение автомобилями также приводит к увеличению числа дорожно-транспортных происшествий, что приводит к изобретениям новых методов в области здравоохранения для ремонта поврежденных тел.","Массовое владение автомобилями также приводит к увеличению числа ДТП на дорогах, что приводит к изобретению в здравоохранении новых методов лечения полученных травм.",0.916441798210144,"Массовое владение автомобилями также приводит к увеличению числа аварий на дорогах, что приводит к разработке новых методов в здравоохранении для восстановления поврежденных тел.",0.9234141111373901
486,"Романтика имела большой элемент культурного детерминизма, взятый из таких писателей, как Гёте, Фихте и Шлегель.","Романтизм во многом включал в себя культурный детерминизм, почерпнутый у таких писателей, как Гёте, Фихте и Шлегель.",0.8909665942192078,"Романтизм имел значительный элемент культурного детерминизма, заимствованный у таких писателей, как Гёте, Фихте и Шлегель.",0.9052923321723938
487,"В контексте романтики география формирует людей, и со временем возникают обычаи и культура, связанные с этой географией, и они, будучи в гармонии с местом общества, лучше, чем произвольно навязываемые законы.","В контексте романтизма, география формировала людей, а с течением времени возникали связанные с ней обычаи и культура, которые, находясь в гармонии с местом проживания данного общества, были лучше, чем произвольно навязанные законы.",0.8694537281990051,"В контексте романтизма география формировала людей, и со временем возникли обычаи и культура, связанные с этой географией, которые, находясь в гармонии с местом общества, были лучше произвольно навязанных законов.",0.8844022750854492
488,"В том смысле, что Париж известен как столица моды современного мира, Константинополь считался модной столицей феодальной Европы.","Подобно тому, как Париж называют столицей моды современного мира, так и Константинополь считался столицей моды во времена феодальной Европы.",0.9247792959213257,"В том же духе, в каком Париж известен как столица моды современного мира, Константинополь считался столицей моды феодальной Европы.",0.9320123791694641
489,Его репутация как эпицентра роскоши началась примерно в 400 году до 1100 года до н. э.,Слава о нем как о центре роскоши пошла около 400 г. н. э. и продолжалась примерно до 1100 г. н. э.,0.9148744940757751,Её известность как эпицентра роскоши началась примерно в 400 году нашей эры и продолжалась до около 1100 года нашей эры.,0.9283919930458069
490,"В течение двенадцатого столетия его статус снизился главным образом из-за того, что крестоносцы вернулись с такими подарками, как шелк и специи, которые ценили больше, чем то, что предлагали Византийские рынки.","Его статус снижался на протяжении двенадцатого века главным образом из-за того, что крестоносцы возвращались с такими дарами, как шелк и пряности, ценившимися выше, чем предлагаемые на византийских рынках товары.",0.8792228102684021,"Его статус снизился в течение двенадцатого века прежде всего из-за того, что крестьяне вернулись, принося дары, такие как шелка и специи, которые ценились выше, чем то, что предлагали византийские рынки.",0.8705807328224182
491,"Именно в это время был произведен перевод названия ""Модион Кэпитал"" из Константинополя в Париж.",В этот момент и произошел переход титула Столицы Моды от Константинополя к Парижу.,0.6936736702919006,В это время произошло передача титула Столицы Моды от Константинополя к Парижу.,0.6995455622673035
492,Готический стиль достиг пика в период между 10 - 11 веками и XIV веком.,Готический стиль достиг расцвета в период между X–XI вв. и XIV в.,0.9566938877105713,Готический стиль достиг своего пика в период между 10-11 веками и 14 веком.,0.9741970896720886
493,В начале платье сильно повлияло на Византийскую культуру на востоке.,Сначала одежда находилась под сильным влиянием византийской культуры на востоке.,0.7244145274162292,В начале одежда была сильно под влиянием византийской культуры на востоке.,0.7380451560020447
494,Однако из-за медленных каналов связи стиль на западе может отставать на 25-30 лет.,Однако из-за медленных каналов связи стили на западе могут отставать на 25-30 лет.,0.9473640322685242,"Однако, из-за медленных коммуникационных каналов, стили на Западе могут отставать на 25-30 лет.",0.9290104508399963
495,К концу средневековья Западная Европа начала развивать свой собственный стиль.,"Собственные стили начали развиваться в Западной Европе к концу Средневековья. Одним из самых больших достижений того времени, благодаря крестовым походам, стало использование пуговиц для застегивания одежды.",0.6919348835945129,"К концу Средневековья Западная Европа начала развивать собственный стиль. Одним из крупнейших достижений того времени, вследствие крестовых походов, стало то, что люди начали использовать пуговицы для застегивания одежды.",0.7024126648902893
496,"Субсидиарное сельское хозяйство - это сельское хозяйство, осуществляемое в целях производства достаточного количества продовольствия для удовлетворения потребностей сельскохозяйственного сектора и его/ее семьи.","Натуральное сельское хозяйство — это сельское хозяйство, ведущееся для производства достаточного количества продуктов питания для удовлетворения потребностей только земледельца и его/ее семьи.",0.8353729844093323,"Субсистентное сельское хозяйство — это сельское хозяйство, осуществляемое для производства достаточного количества пищи, чтобы удовлетворить только потребности земледельца и его/ее семьи.",0.866343080997467
497,"Субсидиарное сельское хозяйство представляет собой простую, зачастую органическую, систему, использующую сэкономленные семена экорегиона в сочетании с ротацией урожая или другими относительно простыми методами максимального повышения урожайности.","Натуральное сельское хозяйство — это простая, зачастую органическая, система земледелия, использующая семена произрастающих в данной экосистеме растений, вместе с применением севооборота и других относительно простых методов увеличения урожайности.",0.8223950266838074,"Субсистентное сельское хозяйство — это простая, часто органическая система, использующая сохраненные семена, характерные для данной экорегиона, в сочетании с севооборотом или другими относительно простыми техниками для максимизации урожайности.",0.8676018118858337
