id,translated_japanese,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
803,"氷と雪の道路では摩擦が少なく,まるで赤ん坊のアスファルトで運転できない.",雪道や凍った道は摩擦が少なく、アスファルト道路を走るような運転はできません。,氷や雪の道路では摩擦が低いため、素のアスファルトのように運転することはできません。,0.8363018035888672,0.8146610856056213,0.825339674949646,0.8771100640296936,0.8451918959617615,0.860855221748352
804,雪の嵐の時に 足够の雪が すぐ落下する,吹雪になると、ほんの短時間に足止めに十分な雪が降り積もります。,吹雪の間に、あなたが立ち往生するほどの雪が非常に短時間で降ることがあります。,0.7039912939071655,0.6663175225257874,0.6846364736557007,0.7234741449356079,0.6696732044219971,0.6955348253250122
805,"視界は,また雪が落ちたり吹いてたり,車両の窓に凝縮または氷が降ったりによって制限される可能性があります.",また、雪が降ったり吹きつけたり、車窓が結露や氷で覆われて視界が制限されることもあります。,視界は、降雪や吹雪、または車両の窓に付着した結露や氷によっても制限されることがあります。,0.8180934190750122,0.8302229642868042,0.8241135478019714,0.8111900091171265,0.8423139452934265,0.8264590501785278
806,"一方,多くの国では氷と雪が普通で,交通は年中ほとんど断断続しない.",一方、多くの国では氷雪の多い状況が普通ですが、交通は1年中ほぼ途切れることなく続いています。,一方、氷雪の条件は多くの国で普通であり、交通は年間を通じてほとんど妨げられることなく続いています。,0.8650474548339844,0.8108690977096558,0.83708256483078,0.8306375741958618,0.7936757206916809,0.8117361068725586
807,サファリーはアフリカで最も大きな観光地であり 多くの観光客の注目点です,サファリはおそらくアフリカで最高の観光名所であり、多くの観光客にとって観光の目玉です。,サファリは、おそらくアフリカで最も魅力的な観光の一つであり、多くの訪問者にとってのハイライトです。,0.8871491551399231,0.8566659688949585,0.8716410994529724,0.8594238758087158,0.8003208637237549,0.828819990158081
808,"サファリーという用語は,特にサバンナで見られる素晴らしいアフリカの野生動物を眺めるために陸上旅行を意味します.",サファリとは、アフリカの野生動物、特にサバンナにいる野生動物の観察を目的とした陸路での旅行を指します。,「サファリ」という言葉は、一般的にはアフリカの素晴らしい野生動物を観察するための陸上旅行を指し、特にサバンナでの経験を意味します。,0.81956547498703,0.8580814003944397,0.838381290435791,0.9197689294815063,0.886805534362793,0.9029865264892578
809,象やジラフなどの動物は 車に近づく傾向があり 標準的な機器は 良く見ることができます,象やキリンなど、一部の動物は車に近寄ってくる傾向があるので、標準的な機器を利用すればはっきりと観察できます。,いくつかの動物、例えば象やキリンは、車に近づいてくる傾向があり、標準的な装備があれば良い視界を確保できます。,0.8505925536155701,0.8034442663192749,0.8263464570045471,0.8287287950515747,0.7924085259437561,0.810161828994751
810,ライオンやチーターやオオカミは時に恥ずかしがりで バイノクルでよく見ることができます,ライオン、チーター、ヒョウは意外に憶病なので、よく見えるように双眼鏡を使うことになります。,ライオン、チーター、ヒョウは時々シャイで、双眼鏡を使うとよりよく見ることができます。,0.726180374622345,0.740085244178772,0.7330667972564697,0.7758615016937256,0.7969346642494202,0.7862569689750671
811,"歩行サファリ (また""灌木歩行""や""徒歩サファリ""や""歩行""とも呼ばれ) は数時間または数日間徒歩を構成する.",ウォーキングサファリ（別名は「ブッシュウォーク」、「ハイキングサファリ」、「徒歩見学」）は、数時間から数日間かけてサファリゾーンを歩いて回る企画です。,ウォーキングサファリ（「ブッシュウォーク」、「ハイキングサファリ」、または「フッティング」とも呼ばれます）は、数時間または数日間のハイキングを含みます。,0.7935744524002075,0.7561655044555664,0.7744184732437134,0.8083583116531372,0.7714414596557617,0.7894685864448547
812,パラリンピックは2021年8月24日から9月5日まで開催される.,パラリンピックの開催期間は2021年8月24日から9月5日までの予定です。日本全国の各地で催される競技もあります。,パラリンピックは2021年8月24日から9月5日まで開催されます。一部のイベントは日本の他の場所でも行われます。,0.8834731578826904,0.7652206420898438,0.8201060891151428,0.945525050163269,0.801848292350769,0.8677797913551331
813,東京は1964年にオリンピックを開催したアジア唯一の都市となる.,東京は、1964年の開催以来、夏季オリンピックを2回開催したアジアで唯一の都市となります。,東京は1964年にオリンピックを開催したため、2回夏季オリンピックを開催した唯一のアジアの都市となります。,0.890150249004364,0.831531286239624,0.8598427772521973,0.9236893653869629,0.8739593029022217,0.8981364369392395
814,延期発表前に2020年のフライトと宿泊施設を予約した場合は 難しい状況に 直面する可能性があります.,延期が発表される前に2020年の航空券や宿泊施設を予約していた方は、面倒な状況に陥る可能性があります。,もし2020年のフライトと宿泊を延期が発表される前に予約していた場合、厄介な状況に直面するかもしれません。,0.8807326555252075,0.8833540678024292,0.8820413947105408,0.858856201171875,0.8334604501724243,0.8459677696228027
815,"キャンセル方針は異なりますが,3月末時点で,ほとんどのコロナウイルスによるキャンセル方針は,オリンピックが予定されていた2020年7月まで延ばされません.",キャンセルポリシーはさまざまですが、3月下旬の時点で、ほとんどのコロナウイルス関連のキャンセルポリシーは、オリンピックが予定されていた2020年7月まで延長されません。,キャンセルポリシーは異なりますが、3月下旬の時点では、ほとんどのコロナウイルスに基づくキャンセルポリシーは、オリンピックが予定されていた2020年7月まで延長されていません。,0.899532675743103,0.8812499642372131,0.8902974724769592,0.9270137548446655,0.9093170762062073,0.9180801510810852
816,"チケットは2,500円から13万円の間で チケットの値段が約7,000円になると予想されています","イベントチケットは2,500円～13万円の価格帯で、通常のチケットは約7,000円になると予想されています。","イベントのチケットはほとんどが2,500円から130,000円の間で販売されると予想されており、一般的なチケットは約7,000円になると考えられています。",0.886195719242096,0.8596111536026001,0.8727009892463684,0.8625966310501099,0.8204677104949951,0.8410049080848694
817,"湿った 服 を め て 乾燥 する こと が でき ます.多くの ホテル に は,部屋 に 居 ない 場合 も,鉄 と め 板 が 貸し て 与え られ ます.",湿った衣類にはアイロンをかけると乾きやすくなります。多くのホテルでは、部屋にアイロンとアイロン台がなくても頼めば貸し出してくれます。,湿った服をアイロンがけすることで、乾かす手助けになります。多くのホテルでは、部屋にアイロンやアイロン台がない場合でも、貸出用のアイロンやアイロン台を用意しています。,0.7523805499076843,0.7332969307899475,0.7427161931991577,0.7601418495178223,0.7182278633117676,0.7385907173156738
818,鉄がないか 鉄製の靴下を履くのが嫌なら 髪乾燥機を使ってみてください,アイロンがない場合やアイロンをかけずに乾かしたい靴下などの場合、ドライヤーがあればそれを使ってみるのもいいでしょう。,アイロンがない場合や、アイロンがかけた靴下を履く気がしない場合は、使用可能であればヘアドライヤーを使ってみることができます。,0.7097294330596924,0.6739436388015747,0.6913737654685974,0.7184759378433228,0.6707828640937805,0.6938107013702393
819,"繊維が熱すぎないように注意してください (これは収縮,極端な場合,火傷を引き起こす可能性があります).",生地の温度が上がりすぎないように気を付けてください（縮みの原因になったり、極端な場合は焦げ付きの原因になります）。,生地が熱くなり過ぎないように注意してください（収縮を引き起こす可能性があり、極端な場合は焦げることがあります）。,0.7927515506744385,0.7859398126602173,0.7893309593200684,0.8800445795059204,0.8690307140350342,0.874502956867218
820,水を浄化する方法は 異なるもので あるものは 特定の脅威に対して より効果的です,浄水処理には各種の方法があります、飲水の水質に脅威となる特定のリスクに対して効果のある高度な処理方法もあります。,水を浄化する方法はいくつかあり、特定の脅威に対してより効果的なものもあります。,0.7756057977676392,0.7689476609230042,0.7722623348236084,0.8775011301040649,0.8562496900558472,0.8667451739311218
821,"ある地域では 一分分の沸水が十分で,他の地域では数分分の水が必要である.",1分間で沸騰する地域もあれば、沸騰するまでに何分もかかる地域もあります。,いくつかの地域では、水を1分間沸騰させるだけで十分ですが、別の地域では数分間必要です。,0.7384074926376343,0.7420698404312134,0.7402341365814209,0.8574173450469971,0.814987063407898,0.8356639742851257
822,フィルターは効果が異なります もし懸念があるなら 評判の良い会社から 封印されたボトルで水を購入する方法を 考えてみてください,フィルターの効果には差がありますが、気になる場合は、信頼できる会社から密閉ボトル入りの水を購入することを検討してみてください。,フィルターの効果はさまざまであり、懸念がある場合は、信頼できる会社から密閉されたボトルの水を購入することを考慮すべきです。,0.811174750328064,0.8205125331878662,0.8158168792724609,0.7862889766693115,0.7993050813674927,0.7927436232566833
823,"旅行者は,故郷では馴染みのない動物害虫に出会うかもしれません.",旅行客は、自分の居住地では馴染みのない病害動物に遭遇することがあります。,旅行者は、自分の住んでいる地域にはない動物の害虫と出会うことがあるかもしれません。,0.820365309715271,0.8459879159927368,0.8329796195030212,0.8961892127990723,0.8838986754417419,0.8900015354156494
824,害虫は食物を壊し 刺激を起こす あるいは 悪いことに アレルギー反応を起こす 毒を拡散したり 感染を伝染する可能性があります,害虫は食物を台無しにしたり、皮膚を刺したり、最悪の場合はアレルギー反応の原因になったり、毒を撒き散らしたり、感染症を媒介することがあります。,害虫は食品を損なったり、刺激を引き起こしたり、最悪の場合にはアレルギー反応を引き起こしたり、毒を広めたり、感染症を伝播させたりすることがあります。,0.8186216354370117,0.7958872318267822,0.8070943355560303,0.8590883612632751,0.8220275044441223,0.840149462223053
825,感染症自身や 人を傷つけたり 強制的に殺す危険な動物は 害虫とは通常呼ばれません,感染症自体や、力ずくで人を殺傷する危険動物は、通常は有害生物には該当しません。,感染症自体や、力で人を傷つけたり殺したりする危険な動物は、通常は害虫とは見なされません。,0.8012678027153015,0.7989386320114136,0.8001015186309814,0.864255428314209,0.8589061498641968,0.8615724444389343
826,"免税ショッピングは,特定の場所で税金や消費税から免除された商品を購入する機会です.",免税ショッピングとは、特定の場所で消費税や物品税が免税された商品を買い物できる機会のことです。,免税ショッピングとは、特定の場所で税金や消費税が免除された商品を購入できる機会です。,0.9098986983299255,0.8987582325935364,0.9042941331863403,0.9660747051239014,0.9660747051239014,0.9660747051239014
827,"税金が高まる国へ移動する旅行者は,特にアルコール飲料やタバコなどの製品で,かなりの金額を節約することがあります.",税金の高い国を訪れる旅行者は、特に酒類やたばこなどの商品でかなりの金額を節約できることがあります。,高税国へ向かう旅行者は、特にアルコール飲料やタバコなどの製品で considerableな金額を節約できることがあります。,0.904131293296814,0.9206194877624512,0.9123008847236633,0.8990628123283386,0.915737509727478,0.9073235988616943
828,"ポイントマリオンとファイルモンとの間の段落は,バッファロー-ピッツバーグ高速道路上で最も困難な運転条件を提示し,しばしば孤立した森林地帯を通過します.",ポイントマリオンとフェアモントの間の区間は、バッファローとピッツバーグを結ぶ幹線道路のうち最も運転しなくい区間で、隔絶した未開の森林地帯を頻繁に通過します。,マリオンポイントとフェアモントの間の区間は、バッファロー・ピッツバーグハイウェイで最も厳しい運転条件を呈しており、孤立した森の地形を頻繁に通過します。,0.8577240109443665,0.8665157556533813,0.862097442150116,0.8624793887138367,0.8758437037467957,0.8691101670265198
829,田舎の道路で運転する習慣がないなら 気をつけろ 斜めが高く 狭い路線が高く 鋭い曲がりくねる傾向があります,田舎道の運転に慣れていない方は、急勾配、狭い車線、急カーブに注意し、気を抜かないでください。,田舎道の運転に慣れていない場合は、注意を怠らないでください。急勾配、狭い車線、そして急なカーブが多くあります。,0.7378778457641602,0.7241510152816772,0.7309499979019165,0.7415213584899902,0.7300853729248047,0.7357589602470398
830,"設定された速度制限は,前および後のセクションよりも顕著に低い 通常は35-40 mph (56-64 km/h) ,そしてそれらの厳格な従順は,他のよりも重要だ.",提示されている制限速度は前後の区間に比べて明らかに低く、一般的には時速35～40マイル（56～64キロ）とされ、その制限速度に厳密に従うことが他の区間よりも重要とされます。,掲示されている速度制限は、前後の区間に比べて明らかに低く、一般的に35〜40 mph（56〜64 km/h）です。そのため、これらの制限を厳守することが特に重要です。,0.77540522813797,0.7665100693702698,0.7709320187568665,0.8230858445167542,0.8198122978210449,0.8214458227157593
831,興味深いことに 携帯電話サービスは ここでは ペンシルバニア・ワイルドスなど 経路の他の多くの段落に比べて 強くあります,しかし、不思議なことに、ここでは他の多くの地区（ペンシルバニア・ワイルズなど）に比べて、携帯電話のサービスが充実しています。,興味深いことに、ここでは携帯電話のサービスがルートの他の多くの区間、例えばペンシルベニア・ワイルズよりもずっと強いです。,0.8292825818061829,0.8084331750869751,0.8187251687049866,0.842374324798584,0.8264365196228027,0.8343293070793152
832,ドイツのパテリーはかなり良いもので バイエルンでは 豊かなもので 隣国オーストリアに似ている,ドイツのペストリーは非常に美味しく、バイエルン州では、南の隣国オーストリアのペストリーに似ていて、種類も豊富です。,ドイツのペストリーは非常に美味しく、バイエルン地方では非常に豊かで多様で、南の隣国オーストリアのものに似ています。,0.8339018225669861,0.7820724844932556,0.807155966758728,0.8496802449226379,0.7850949764251709,0.8161118626594543
833,果物パテリーは一般的です リンゴは年中パテリーに煮えられ 夏には桜とプラムが登場します,果物入りの菓子パンが一般的で、リンゴは1年中具材として調理され、夏にはサクランボやプラムが登場します。,フルーツペストリーは一般的で、リンゴは一年中ペストリーに調理され、サクランボやプラムは夏に登場します。,0.8124135732650757,0.7935304045677185,0.8028610348701477,0.8278619050979614,0.8076510429382324,0.8176315426826477
834,"ドイツ の 焼き物 に は,バドロやハズナッツ,その他の 木 の ナッツ も 含まれ て い ます.人気 の ケーキ は,強い コーヒー を 飲める と よく 合わさ れ て い ます.",ドイツの焼き菓子の多くは、アーモンドやヘーゼルナッツなどの木の実を使っています。人気のあるケーキは、特に強いコーヒーとよく合います。,多くのドイツの焼き菓子には、アーモンドやヘーゼルナッツ、その他の木の実が使われています。人気のケーキは、特に濃いコーヒーと非常に相性が良いことが多いです。,0.7956820726394653,0.8147202730178833,0.8050886392593384,0.7956947088241577,0.7895872592926025,0.7926291823387146
835,"地域によってはベルリナー,パンクチェン,クラプフェンと呼ばれるものを試してください.",小ぶりで濃厚なペストリーが食べたい場合は、地域によってベルリーナー、プフアンクーヘン、またはクラップフェンと呼ばれるものをお試しください。,もし小さいけれどもリッチなペストリーを試したいのであれば、地域によってベルリーナー、ファンケーキ、あるいはクラプフェンと呼ばれるものを試してみてください。,0.8518513441085815,0.7644764184951782,0.8058022260665894,0.8785268068313599,0.7730804681777954,0.8224375247955322
836,"カレーは,肉や野菜と一緒に,草や香料をベースにした料理です.",カレーは、ハーブやスパイスをベースに、肉や野菜を煮込む料理です。,カレーは、ハーブとスパイスを基にした料理で、肉または野菜を使っています。,0.8782021999359131,0.859588086605072,0.8687954545021057,0.8412600159645081,0.827116847038269,0.8341284394264221
837,"カレーは液体量に応じて""乾燥""または""濡れ""になる.",カレーは水分量に応じて「ドライ」か「ウェット」のどちらかに分類されます。,カレーは液体の量によって「ドライ」または「ウェット」に分かれます。,0.8328850269317627,0.7605596780776978,0.7950809597969055,0.818982720375061,0.7954229116439819,0.8070309162139893
838,"北インドとパキスタン内陸地域では,ヨーグルトはカレーに一般的に使用され,南インドと亜大陸の他の沿岸地域では,ココナッツミルクが一般的に使用されます.",北インドやパキスタンの内陸部では、カレーにヨーグルトをよく使い、南インドや亜大陸の沿岸部ではココナッツミルクをよく使います。,北インドとパキスタンの内陸地域では、カレーにヨーグルトが一般的に使用されます。一方、南インドや他の一部の沿岸地域では、ココナッツミルクが一般的に使われています。,0.8758267164230347,0.9097001552581787,0.8924421072006226,0.9305565357208252,0.9170013070106506,0.9237292408943176
839,"インドネシア料理は,国中に存在する様々な地域料理をカバーする 傘の用語です.",1万7千もの島々の料理から選べるインドネシア料理は、この国全域に見られる実にさまざまな地域料理の総称です。,1万7千の島々があるインドネシアでは、インドネシア料理は国全体に存在する多様な地域の料理を網羅した総称です。,0.815970242023468,0.7828460335731506,0.7990649938583374,0.8548929691314697,0.8079738616943359,0.8307715058326721
840,"しかし,この用語は,他の資格がない限り,主にジャワ島の中心部と東部の食物を意味する傾向があります.",しかし、それ以上の修飾語も付けないで使用すると、ジャワ島中央部から東部にかけての料理を指す言葉となります。,しかし、さらなる修飾語なしで使用された場合、その用語は主にジャワ島の中部および東部からの食べ物を指す傾向があります。,0.8023289442062378,0.801674485206604,0.8020015954971313,0.875029444694519,0.8561242818832397,0.8654736280441284
841,"現在,ジャワ島では様々な料理が提供されています.ジャワ人はピーナッツ,チリ,砂糖 (特にジャワナココナッツ砂糖) と様々な香味を味わう.",現在では列島全体に広く普及しているジャワ料理は、シンプルな味付けが特長で、主な調味料はピーナッツ、唐辛子、砂糖（特にジャワのココナッツシュガー）やさまざまな香辛料です。,現在、群島全体で広く利用されているジャワ料理は、シンプルに味付けされたさまざまな料理を特徴としており、ジャワ人が好む主な香辛料は、ピーナッツ、チリ、砂糖（特にジャワ産のココナッツ砂糖）、およびさまざまな香り豊かなスパイスです。,0.8102653622627258,0.7695204019546509,0.7893674373626709,0.847281813621521,0.7800050973892212,0.8122527599334717
842,"ストゥルプは,騎手の足の支柱で,シートの両側から吊るされている.",鐙（あぶみ）とは、鞍の両側に吊り下げて乗り手の足を支える部分のことです。,鞍の両側にぶら下がっている騎手の足のための支持具を「ステップ」といいます。,0.7560861110687256,0.7362691760063171,0.7460460066795349,0.7807884216308594,0.7614415884017944,0.770993709564209
843,"騎手にとって安定性が高くなるが,騎手の足がそれに引っかかる可能性があるため,安全上の懸念がある可能性があります.",これで乗り手はかなり安定しますが、乗り手の足が引っかかることがあるため、安全面での懸念が生じることがあります。,彼らはライダーにより大きな安定性を提供しますが、ライダーの足がその中に挟まる可能性があるため、安全上の懸念が生じることがあります。,0.8258616924285889,0.8353710174560547,0.8305891752243042,0.8551864624023438,0.8268344402313232,0.8407715559005737
844,"騎手 が 馬 から 投げ られ て いる が,足 が 動揺 に 引っかかっ て いる 場合,馬 が 逃げ て 逃げ て いる 場合,馬 が 引き寄せ られ ます.この 危険 を 最小 に する ため,いくつかの 防護 措置 を 採る こと が でき ます.",馬から放り出される瞬間に鐙に足が引っかかっていると、逃げようとする馬に引きずられてしまう恐れがあります。この危険を最小限に抑えるために、いくつもの安全対策を講じることができます。,騎手が馬から投げ出された場合でも、足が鐙（あぶみ）に引っかかっていると、馬が逃げると引きずられる可能性があります。このリスクを最小限に抑えるために、いくつかの安全対策を講じることができます。,0.7482839822769165,0.7609066963195801,0.7545425295829773,0.7796478867530823,0.7845054864883423,0.7820691466331482
845,まず 騎手 の ほとんど は 足 の 足 と 足 の 足 が 滑らかで 狭い 足 を 履いている.,まず、ほとんどの乗り手は、踵と滑らかでかなり狭目の靴底が付いた乗馬靴を履いています。,まず、ほとんどのライダーは、ヒールがあり、滑らかでかなり狭い靴底のライディングブーツを履いています。,0.834998369216919,0.808761715888977,0.821670651435852,0.8167300224304199,0.7838554382324219,0.7999551296234131
846,"次に,いくつかのシドル,特に英語のシドルには,シドルが倒れた騎手によって後ろに引っ張られた場合,シドル皮がシドルから落ちることを可能にする安全棒があります.",次に、一部の鞍、特にイギリス製の鞍には安全バーが付いており、乗り手が落馬しそうになって後方に引っ張られると、あぶみの革が鞍から落ちるようになっています。,次に、一部の鞍、特にイングリッシュサドルには、安全バーがあり、落下する騎手によって後方に引かれるとステアプレザーが鞍から外れることができます。,0.78853440284729,0.7895706295967102,0.7890521883964539,0.793232262134552,0.7855826020240784,0.78938889503479
847,"コチャモ谷 - チリでは,南米のヨセミットとして知られる主要な登山地があり,様々な石灰岩の壁や岩石があります.",コチャモ渓谷 - 南米のヨセミテと呼ばれるチリの最高峰の登山地で、花崗岩の大きな壁や岩場の数々があります。,コチャモ渓谷 - チリの主要なクライミングスポットで、南アメリカのヨセミテとも称され、多様な花崗岩のビッグウォールやクラックがあります。,0.8583903312683105,0.84767746925354,0.8530002236366272,0.8346933126449585,0.7977456450462341,0.8158013820648193
848,頂上では頂上からの壮大な景色が 展示されています 世界各地の登山者は 絶え間ない壁の可能性の中で 絶えず新しいルートを確立しています,頂上から眺めると、息をのむような景色が広がります。世界各地の登山家たちが、無限の可能性を秘めた壁に囲まれ、新しいルートを確立し続けています。,頂上からは息をのむような景色が広がります。世界中のクライマーたちは、その無限の壁の可能性の中で新しいルートを次々と開拓しています。,0.814409613609314,0.7961649298667908,0.8051839470863342,0.8061047792434692,0.801416277885437,0.803753674030304
849,"スキー や スノーボード を 含める 降雪 の スポーツ は,雪 に 覆い た 地形 を 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り 滑り",スキーやスノーボードを含むダウンヒル・スノースポーツは、スキーやスノーボードを足に装着して雪に覆われた地形を滑り降りる人気のスポーツです。,ダウンヒルスノースポーツは、スキーやスノーボードを含む人気のスポーツで、スキーまたはスノーボードを足に装着し、雪に覆われた地形を滑り降りることを特徴としています。,0.5799773931503296,0.7303999066352844,0.6465548872947693,0.5698213577270508,0.7045851945877075,0.6300778388977051
850,"スキーは多くの熱狂者,時には""スキーバム""として知られる旅行の主要な活動であり,特定の場所でのスキー周りの休日を計画しています.",スキーは旅の主なアクティビティであり、「スキー狂」と呼ばれる多くの愛好家たちが、特定の場所でのスキーを中心とした休暇を計画しています。,スキーは多くの愛好者がいる主要な旅行活動であり、時には「スキー・バム」として知られる人々が特定の場所でのスキーを中心にして休暇を計画することがあります。,0.8467580080032349,0.8382514119148254,0.8424831628799438,0.8940271139144897,0.8715053796768188,0.8826225399971008
851,滑雪の考え方は 古代の洞窟画で 滑雪者が描かれているのは 紀元前5000年頃です!,スキーの概念は非常に古く、洞窟に描かれたスキーヤーの絵は紀元前5000年にまでさかのぼります。,スキーの概念は非常に古く、スキーをする人々を描いた洞窟画は紀元前5000年までさかのぼります！,0.8116302490234375,0.7867183685302734,0.798980176448822,0.8395020961761475,0.8063708543777466,0.8226030468940735
852,"ダウンヒルスキーは少なくとも17世紀まで遡り,1861年にオーストラリアでノルウェー人が最初のレクリエーションスキークラブを開設しました",滑降スキーのスポーツとしての歴史は少なくとも17世紀にまでさかのぼり、1861年にはオーストラリアでノルウェー人が最初のレクリエーション用スキークラブを開設しました。,ダウンヒルスキーというスポーツは少なくとも17世紀にさかのぼります。そして、1861年にはノルウェー人によってオーストラリアに最初のレクリエーションスキークラブが設立されました。,0.9092804193496704,0.8721703290939331,0.8903388977050781,0.9134969711303711,0.8812724947929382,0.8970954418182373
853,"スキーでバックパッキング:この活動にはバックランディングスキー,スキーツアー,スキーハイキングとも呼ばれています.",スキーによるバックパック旅行：このアクティビティは、バックカントリースキー、スキー旅行、スキーハイキングとも呼ばれます。,スキーによるバックパッキング：このアクティビティは、バックカントリースキー、スキー・ツーリング、またはスキー・ハイキングとも呼ばれます。,0.879234790802002,0.8498796224594116,0.8643079996109009,0.8871744275093079,0.8417657017707825,0.8638737797737122
854,"滑り台や登山はアルプス風の滑り台や登山台に 関連していますが 通常はアルプス風の滑り台や登山台には 関連しませんが,後者は斜面でスケートや靴がより硬い状態で行われます.",アルペンスタイルのクロスカントリースキーや登山に関連するものですが通常は含まれず、後者は急峻な地形を上り下りにより頑丈なスキーとブーツが必要です。,それは関連していますが、通常はアルパインスタイルのスキーツーリングや登山を含んでいません。後者は急な地形で行われ、より硬いスキーとブーツを必要とします。,0.723146915435791,0.7225026488304138,0.7228245735168457,0.7764928936958313,0.7808165550231934,0.7786487340927124
855,スキーコースを 似たようなハイキングコースと 考えてみてください,スキールートはハイキングルートのようなものと考えてください。,スキーのルートを同様のハイキングルートとして考えてください。,0.8344758749008179,0.8510878086090088,0.8426999449729919,0.8651628494262695,0.8662140369415283,0.865688145160675
856,良き条件では 歩行よりも少し大きな距離を走れるでしょうが 敷設されたトラックで重荷の背中袋なしで 陸上滑雪の速度を 得ることはめったにありません,条件が良ければ、徒歩よりも多少は長い距離を進めますが、整備されたコースで重いバックパックを背負わないクロスカントリースキーのようなスピードで走行できるのはごく稀です。,良好な条件下では、歩くよりも若干長い距離を移動することができるでしょうが、整備されたトラックで重いバックパックを背負わずにクロスカントリースキーの速度に達することは非常にまれです。,0.7441392540931702,0.7413722276687622,0.7427531480789185,0.7913227081298828,0.7739966511726379,0.7825638055801392
857,"ヨーロッパは比較的小さな大陸ですが,多くの独立国家があります.通常の状況下では,複数の国を渡るということは,ビザ申請とパスポートチェックを何度も繰り返す必要があるということです.",ヨーロッパは比較的小さな大陸ですが、独立国が多数あります。通常の状況では、複数の国を旅行しようとすると、ビザの申請や入国審査がに何度も必要になります。,ヨーロッパは比較的小さな大陸ですが、多くの独立した国々があります。通常、複数の国を旅行する場合、ビザの申請やパスポートのコントロールを何度も受けなければなりません。,0.8712579011917114,0.8833421468734741,0.8772584199905396,0.8621968030929565,0.8713234066963196,0.8667360544204712
858,"しかし,この点でシェンゲン地域は,ある程度一つの国のように機能します.",しかし、シェンゲン圏は、この点では一国のように機能します。,シェンゲンゾーンはこの点で、いくらか一つの国のように機能しています。,0.8903603553771973,0.925707995891571,0.9076901078224182,0.8795183897018433,0.8881840705871582,0.8838300108909607
859,この地域にとどまる限り パスポートチェックポイントを通過せずに国境を越えることができます,この圏内に留まっている限り、通常は出国審査を何度も受けることなく国境を越えることができます。,このゾーンにいる限り、一般的にパスポート検査のチェックポイントを再度通過することなく国境を越えることができます。,0.7776660919189453,0.7819028496742249,0.779778778553009,0.8576251864433289,0.8237614631652832,0.8403522968292236
860,"同様に,シェンゲンビザを持つことで,シェンゲン加盟国の各国に別々にビザ申請する必要はありません.",同じように、シェンゲンビザさえ取得すれば、シェンゲン加盟国のビザを個別に申請する必要がなくなり、時間、費用、事務処理の手間が相当に省けます。,同様に、シェンゲンビザを持っていると、シェンゲン加盟国それぞれに別々にビザを申請する必要がなくなり、時間、費用、書類作業を節約できます。,0.8829287886619568,0.7978719472885132,0.8382482528686523,0.9133911728858948,0.8469704389572144,0.8789277076721191
861,製造物 の 古代 の 定義 は 普遍 的 な もの で は あり ませ ん.一部の 税務 機関 は 100 年 以上 の 物 を 古物 と 定義 し て い ます.,骨董品について普遍的な定義はありません。税務署によっては、100年以上前のものを骨董品と定義しています。,"以下の文を日本語に翻訳します：

「どの製造品がアンティークに該当するかについての普遍的な定義はありません。一部の税務機関では、100年以上経過した商品をアンティークと定義しています。」",0.7673226594924927,0.8023425340652466,0.7844419479370117,0.7864328622817993,0.7261079549789429,0.7550674080848694
862,"定義は地理的差異があり,北米などの場所で年齢制限はヨーロッパよりも短い可能性があります.",この定義には地理的な変動があり、北米などでは欧州よりも年齢制限の範囲が狭まる可能性があります。,定義には地理的なバリエーションがあり、北アメリカなどの場所では、年齢制限がヨーロッパよりも短い場合があります。,0.864173412322998,0.8798723220825195,0.8719522356987,0.910818874835968,0.892205536365509,0.9014161229133606
863,"手工品は古物として定義されるが,類似した大量生産品よりも若い.",手工芸品は、大量生産された類似品よりも歴史は浅いのですが、骨董品と定義されることもあります。,手工芸品は、類似の大量生産品よりも若いものであるにもかかわらず、骨董品と定義されることがあります。,0.8202073574066162,0.7775468826293945,0.7983075976371765,0.8796757459640503,0.8006845712661743,0.8383235335350037
864,"サミ族の間で鹿飼育は重要な生計であり,その貿易を囲む文化は他の職業を持つ多くの人にとっても重要である.",トナカイの飼育はサーミ族の重要な生計手段であり、その取引を取り巻く文化は他の職業を生業とする多くの人々にとっても重要なものです。,トナカイの飼育はサーミの人々にとって重要な生計手段であり、その交易に関連した文化は他の職業に従事する多くの人々にとっても重要です。,0.8809611201286316,0.8502206206321716,0.8653180003166199,0.8678194880485535,0.8293524980545044,0.8481500744819641
