Word,Frequency 2020,Frequency 2024,Growth Rate (%)
served,37.0,35.29,-4.62
setup,37.0,35.29,-4.62
rolling,37.0,35.29,-4.62
oxford,137.0,130.66,-4.63
from,4595.0,4382.27,-4.63
context,315.0,300.36,-4.65
producer,63.0,60.07,-4.65
correct,89.0,84.85,-4.66
just,360.0,343.16,-4.68
platforms,193.0,183.97,-4.68
confidence,52.0,49.56,-4.69
grew,26.0,24.78,-4.69
equations,52.0,49.56,-4.69
freely,26.0,24.78,-4.69
graphics,197.0,187.73,-4.71
defines,93.0,88.61,-4.72
house,134.0,127.65,-4.74
around,283.0,269.57,-4.75
determines,41.0,39.05,-4.76
complete,205.0,195.23,-4.77
functionality,97.0,92.36,-4.78
individuals,153.0,145.68,-4.78
require,127.0,120.9,-4.8
asked,56.0,53.31,-4.8
determining,56.0,53.31,-4.8
explicit,56.0,53.31,-4.8
classical,142.0,135.16,-4.82
featuring,71.0,67.58,-4.82
virtual,651.0,619.5,-4.84
prefer,15.0,14.27,-4.87
pour,15.0,14.27,-4.87
convenience,15.0,14.27,-4.87
costumes,15.0,14.27,-4.87
delivering,15.0,14.27,-4.87
tyler,15.0,14.27,-4.87
individually,15.0,14.27,-4.87
bennett,15.0,14.27,-4.87
surrey,15.0,14.27,-4.87
promo,15.0,14.27,-4.87
ant,15.0,14.27,-4.87
proposition,15.0,14.27,-4.87
polymer,15.0,14.27,-4.87
brian,105.0,99.87,-4.89
psychology,105.0,99.87,-4.89
bringing,45.0,42.8,-4.89
viewing,30.0,28.53,-4.9
inclusion,30.0,28.53,-4.9
late,124.0,117.89,-4.93
evidence,94.0,89.36,-4.94
machine,2786.0,2648.44,-4.94
bit,173.0,164.45,-4.94
integrated,252.0,239.54,-4.94
in,22909.0,21776.21,-4.94
both,677.0,643.52,-4.95
component,143.0,135.91,-4.96
feel,64.0,60.82,-4.97
pressure,49.0,46.56,-4.98
talk,117.0,111.13,-5.02
use,1646.0,1563.38,-5.02
west,68.0,64.58,-5.03
jose,34.0,32.29,-5.03
knowing,34.0,32.29,-5.03
vast,34.0,32.29,-5.03
mario,34.0,32.29,-5.03
replacing,34.0,32.29,-5.03
results,408.0,387.47,-5.03
components,238.0,226.02,-5.03
itself,208.0,197.49,-5.05
technical,295.0,280.09,-5.05
images,632.0,599.97,-5.07
however,530.0,503.11,-5.07
don,106.0,100.62,-5.08
encyclopedia,53.0,50.31,-5.08
claimed,53.0,50.31,-5.08
seeks,53.0,50.31,-5.08
consisting,53.0,50.31,-5.08
g,1098.0,1042.25,-5.08
become,250.0,237.29,-5.08
eye,197.0,186.98,-5.09
experiment,91.0,86.35,-5.11
takes,239.0,226.77,-5.12
net,938.0,889.82,-5.14
top,509.0,482.83,-5.14
linux,171.0,162.2,-5.15
size,323.0,306.37,-5.15
south,114.0,108.13,-5.15
control,931.0,883.06,-5.15
africa,38.0,36.04,-5.16
cable,38.0,36.04,-5.16
panel,38.0,36.04,-5.16
recommended,38.0,36.04,-5.16
religion,19.0,18.02,-5.16
senate,19.0,18.02,-5.16
route,19.0,18.02,-5.16
fans,38.0,36.04,-5.16
entered,38.0,36.04,-5.16
kid,19.0,18.02,-5.16
asking,19.0,18.02,-5.16
gang,19.0,18.02,-5.16
sought,19.0,18.02,-5.16
largely,38.0,36.04,-5.16
equally,19.0,18.02,-5.16
mechanics,38.0,36.04,-5.16
semiconductor,19.0,18.02,-5.16
vs,156.0,147.93,-5.17
max,198.0,187.73,-5.19
resources,278.0,263.57,-5.19
than,1036.0,982.18,-5.19
need,362.0,343.16,-5.2
primary,122.0,115.64,-5.21
received,187.0,177.21,-5.24
combine,42.0,39.8,-5.24
alt,126.0,119.39,-5.25
nest,382.0,361.94,-5.25
generally,130.0,123.15,-5.27
knows,65.0,61.57,-5.28
porter,65.0,61.57,-5.28
start,593.0,561.68,-5.28
pc,241.0,228.27,-5.28
business,831.0,786.95,-5.3
scheduled,23.0,21.78,-5.3
comparable,23.0,21.78,-5.3
positioning,23.0,21.78,-5.3
and,31530.0,29857.43,-5.3
doctor,46.0,43.55,-5.33
ran,46.0,43.55,-5.33
studied,46.0,43.55,-5.33
brooklyn,46.0,43.55,-5.33
center,721.0,682.57,-5.33
done,165.0,156.19,-5.34
her,568.0,537.65,-5.34
independent,284.0,268.82,-5.35
magic,142.0,134.41,-5.35
episodes,238.0,225.27,-5.35
last,4593.0,4346.23,-5.37
competitive,50.0,47.31,-5.38
problem,896.0,847.77,-5.38
efficient,200.0,189.23,-5.39
but,1504.0,1422.96,-5.39
ch,100.0,94.61,-5.39
go,593.0,560.93,-5.41
world,1333.0,1260.77,-5.42
publications,262.0,247.8,-5.42
using,1854.0,1753.36,-5.43
types,297.0,280.84,-5.44
utah,27.0,25.53,-5.44
duration,27.0,25.53,-5.44
sci,162.0,153.18,-5.44
navigate,27.0,25.53,-5.44
achievement,27.0,25.53,-5.44
robin,27.0,25.53,-5.44
reaching,27.0,25.53,-5.44
composed,81.0,76.59,-5.44
incomplete,27.0,25.53,-5.44
researcher,81.0,76.59,-5.44
features,814.0,769.68,-5.44
ieee,946.0,894.33,-5.46
individual,251.0,237.29,-5.46
database,367.0,346.92,-5.47
ca,197.0,186.22,-5.47
having,201.0,189.98,-5.48
evaluation,205.0,193.73,-5.5
assistant,205.0,193.73,-5.5
spot,31.0,29.29,-5.52
wake,31.0,29.29,-5.52
flexibility,31.0,29.29,-5.52
multi,484.0,457.3,-5.52
likely,151.0,142.67,-5.52
also,2680.0,2532.05,-5.52
measurements,62.0,58.57,-5.53
php,345.0,325.89,-5.54
culture,252.0,238.04,-5.54
determine,128.0,120.9,-5.55
engine,446.0,421.26,-5.55
darwin,66.0,62.33,-5.56
the,59456.0,56148.82,-5.56
combined,101.0,95.36,-5.58
posted,35.0,33.04,-5.6
phones,70.0,66.08,-5.6
regular,70.0,66.08,-5.6
louis,35.0,33.04,-5.6
sizes,35.0,33.04,-5.6
superior,35.0,33.04,-5.6
graham,35.0,33.04,-5.6
refrigerator,35.0,33.04,-5.6
expected,175.0,165.2,-5.6
purpose,214.0,201.99,-5.61
apache,300.0,283.09,-5.64
students,117.0,110.38,-5.66
for,13122.0,12378.65,-5.66
servers,39.0,36.79,-5.67
allow,250.0,235.78,-5.69
dave,47.0,44.3,-5.74
extensive,47.0,44.3,-5.74
variations,47.0,44.3,-5.74
canada,145.0,136.66,-5.75
company,1208.0,1138.37,-5.76
ask,51.0,48.06,-5.76
breaking,51.0,48.06,-5.76
partially,51.0,48.06,-5.76
develops,51.0,48.06,-5.76
player,365.0,343.91,-5.78
julia,377.0,355.18,-5.79
suggests,55.0,51.81,-5.8
restricted,55.0,51.81,-5.8
facilitate,55.0,51.81,-5.8
brain,386.0,363.44,-5.84
another,453.0,426.51,-5.85
vocabulary,67.0,63.08,-5.85
location,694.0,653.29,-5.87
less,221.0,208.0,-5.88
john,379.0,356.68,-5.89
min,79.0,74.34,-5.9
watches,79.0,74.34,-5.9
him,245.0,230.53,-5.91
growing,83.0,78.09,-5.92
personality,83.0,78.09,-5.92
archives,87.0,81.85,-5.92
introduction,178.0,167.45,-5.93
additional,190.0,178.72,-5.94
events,293.0,275.58,-5.95
filter,107.0,100.62,-5.96
solutions,294.0,276.33,-6.01
customer,155.0,145.68,-6.01
function,930.0,874.05,-6.02
real,684.0,642.77,-6.03
head,179.0,168.2,-6.03
example,932.0,875.55,-6.06
zero,299.0,280.84,-6.07
tracking,295.0,277.08,-6.07
only,925.0,868.8,-6.08
co,953.0,895.08,-6.08
learn,359.0,337.16,-6.08
it,5456.0,5123.42,-6.1
adult,24.0,22.53,-6.12
weeks,24.0,22.53,-6.12
productions,24.0,22.53,-6.12
supervision,24.0,22.53,-6.12
searched,24.0,22.53,-6.12
gift,16.0,15.02,-6.13
charge,32.0,30.04,-6.13
families,16.0,15.02,-6.13
hawaii,8.0,7.51,-6.13
unlimited,8.0,7.51,-6.13
buyers,8.0,7.51,-6.13
muscle,8.0,7.51,-6.13
earnings,8.0,7.51,-6.13
router,8.0,7.51,-6.13
courts,8.0,7.51,-6.13
airline,8.0,7.51,-6.13
gross,16.0,15.02,-6.13
awesome,16.0,15.02,-6.13
pci,8.0,7.51,-6.13
fe,8.0,7.51,-6.13
illness,8.0,7.51,-6.13
duke,16.0,15.02,-6.13
liver,8.0,7.51,-6.13
rough,16.0,15.02,-6.13
seeds,8.0,7.51,-6.13
detected,32.0,30.04,-6.13
slave,16.0,15.02,-6.13
territories,16.0,15.02,-6.13
investigate,32.0,30.04,-6.13
studying,32.0,30.04,-6.13
traveling,8.0,7.51,-6.13
whilst,16.0,15.02,-6.13
ranges,16.0,15.02,-6.13
mothers,8.0,7.51,-6.13
refused,8.0,7.51,-6.13
forecasts,16.0,15.02,-6.13
forestry,8.0,7.51,-6.13
executives,16.0,15.02,-6.13
pd,16.0,15.02,-6.13
ld,8.0,7.51,-6.13
beneath,8.0,7.51,-6.13
periodic,8.0,7.51,-6.13
headline,8.0,7.51,-6.13
lindsay,8.0,7.51,-6.13
garbage,8.0,7.51,-6.13
characterized,32.0,30.04,-6.13
hamburg,16.0,15.02,-6.13
drove,8.0,7.51,-6.13
owned,40.0,37.55,-6.13
korea,76.0,71.34,-6.13
fixed,120.0,112.64,-6.13
flag,104.0,97.62,-6.13
split,52.0,48.81,-6.13
island,44.0,41.3,-6.14
police,88.0,82.6,-6.14
adopted,44.0,41.3,-6.14
constant,88.0,82.6,-6.14
already,168.0,157.69,-6.14
levels,160.0,150.18,-6.14
she,392.0,367.94,-6.14
countries,152.0,142.67,-6.14
sex,36.0,33.79,-6.14
fan,72.0,67.58,-6.14
spanish,72.0,67.58,-6.14
scenario,72.0,67.58,-6.14
eric,180.0,168.95,-6.14
that,8489.0,7967.84,-6.14
announcement,100.0,93.86,-6.14
bank,64.0,60.07,-6.14
rich,56.0,52.56,-6.14
clock,28.0,26.28,-6.14
candidates,28.0,26.28,-6.14
keeps,28.0,26.28,-6.14
intent,28.0,26.28,-6.14
ventures,56.0,52.56,-6.14
von,48.0,45.05,-6.15
wait,20.0,18.77,-6.15
heads,20.0,18.77,-6.15
fairly,20.0,18.77,-6.15
suffer,20.0,18.77,-6.15
fool,20.0,18.77,-6.15
extending,20.0,18.77,-6.15
safer,20.0,18.77,-6.15
shirt,12.0,11.26,-6.17
seminar,12.0,11.26,-6.17
tight,12.0,11.26,-6.17
ks,12.0,11.26,-6.17
immigration,12.0,11.26,-6.17
pat,12.0,11.26,-6.17
elite,12.0,11.26,-6.17
secured,12.0,11.26,-6.17
tcp,12.0,11.26,-6.17
museums,12.0,11.26,-6.17
rabbit,12.0,11.26,-6.17
trainer,12.0,11.26,-6.17
brighton,12.0,11.26,-6.17
hammer,12.0,11.26,-6.17
apt,12.0,11.26,-6.17
nato,12.0,11.26,-6.17
detective,12.0,11.26,-6.17
used,2180.0,2045.46,-6.17
find,325.0,304.87,-6.19
operating,378.0,354.43,-6.24
hotels,4.0,3.75,-6.25
boys,4.0,3.75,-6.25
basketball,4.0,3.75,-6.25
vintage,4.0,3.75,-6.25
leisure,4.0,3.75,-6.25
attractions,4.0,3.75,-6.25
finder,4.0,3.75,-6.25
textbooks,4.0,3.75,-6.25
buffer,4.0,3.75,-6.25
coordinator,4.0,3.75,-6.25
grove,4.0,3.75,-6.25
tourist,4.0,3.75,-6.25
diary,4.0,3.75,-6.25
plaza,4.0,3.75,-6.25
plates,4.0,3.75,-6.25
thick,4.0,3.75,-6.25
gonna,4.0,3.75,-6.25
meal,4.0,3.75,-6.25
torture,4.0,3.75,-6.25
confirmation,4.0,3.75,-6.25
temp,4.0,3.75,-6.25
veterans,4.0,3.75,-6.25
dir,4.0,3.75,-6.25
juice,4.0,3.75,-6.25
sl,4.0,3.75,-6.25
canvas,4.0,3.75,-6.25
constitutional,4.0,3.75,-6.25
informational,4.0,3.75,-6.25
substitute,4.0,3.75,-6.25
junction,4.0,3.75,-6.25
bronze,4.0,3.75,-6.25
moms,4.0,3.75,-6.25
advertiser,4.0,3.75,-6.25
vegetables,4.0,3.75,-6.25
reunion,4.0,3.75,-6.25
photographic,4.0,3.75,-6.25
bios,4.0,3.75,-6.25
handed,4.0,3.75,-6.25
uncle,4.0,3.75,-6.25
regulated,4.0,3.75,-6.25
moisture,4.0,3.75,-6.25
powerpoint,4.0,3.75,-6.25
taxi,4.0,3.75,-6.25
oval,4.0,3.75,-6.25
sustained,4.0,3.75,-6.25
dom,4.0,3.75,-6.25
somerset,4.0,3.75,-6.25
fundraising,4.0,3.75,-6.25
kitty,4.0,3.75,-6.25
gays,4.0,3.75,-6.25
gem,4.0,3.75,-6.25
surrounded,4.0,3.75,-6.25
watershed,4.0,3.75,-6.25
serum,4.0,3.75,-6.25
mv,4.0,3.75,-6.25
highways,4.0,3.75,-6.25
editorials,4.0,3.75,-6.25
dome,4.0,3.75,-6.25
confidentiality,4.0,3.75,-6.25
souls,4.0,3.75,-6.25
dumb,4.0,3.75,-6.25
colleague,4.0,3.75,-6.25
bryant,4.0,3.75,-6.25
qui,4.0,3.75,-6.25
ranger,4.0,3.75,-6.25
bent,4.0,3.75,-6.25
upon,133.0,124.65,-6.28
working,262.0,245.55,-6.28
others,258.0,241.79,-6.28
two,1255.0,1175.92,-6.3
usage,109.0,102.12,-6.31
these,1167.0,1093.32,-6.31
george,105.0,98.37,-6.31
laws,85.0,79.6,-6.35
where,1130.0,1058.02,-6.37
brings,81.0,75.84,-6.37
ten,77.0,72.09,-6.38
representing,77.0,72.09,-6.38
scale,369.0,345.42,-6.39
phd,69.0,64.58,-6.41
h,1008.0,943.13,-6.44
script,126.0,117.89,-6.44
consider,122.0,114.14,-6.44
nation,61.0,57.07,-6.44
an,5501.0,5144.44,-6.48
transformation,163.0,152.43,-6.48
communications,216.0,201.99,-6.49
respond,53.0,49.56,-6.49
roles,53.0,49.56,-6.49
added,204.0,190.73,-6.5
identity,102.0,95.36,-6.51
person,253.0,236.53,-6.51
surgery,49.0,45.81,-6.51
diagram,49.0,45.81,-6.51
focusing,49.0,45.81,-6.51
questions,241.0,225.27,-6.53
cameras,143.0,133.66,-6.53
environments,143.0,133.66,-6.53
different,891.0,832.75,-6.54
portable,45.0,42.05,-6.56
licensed,45.0,42.05,-6.56
infrared,45.0,42.05,-6.56
domain,340.0,317.63,-6.58
plans,168.0,156.94,-6.58
zone,41.0,38.3,-6.59
michigan,41.0,38.3,-6.59
lewis,41.0,38.3,-6.59
bound,41.0,38.3,-6.59
london,230.0,214.76,-6.63
european,304.0,283.84,-6.63
advertising,74.0,69.08,-6.65
parents,37.0,34.54,-6.65
factory,37.0,34.54,-6.65
echo,74.0,69.08,-6.65
wise,37.0,34.54,-6.65
calculation,37.0,34.54,-6.65
composite,37.0,34.54,-6.65
address,144.0,134.41,-6.66
single,490.0,457.3,-6.67
presents,33.0,30.79,-6.7
ordinary,33.0,30.79,-6.7
barcelona,33.0,30.79,-6.7
scripting,33.0,30.79,-6.7
contact,66.0,61.57,-6.71
of,35415.0,33036.01,-6.72
apply,95.0,88.61,-6.73
firm,95.0,88.61,-6.73
enabled,95.0,88.61,-6.73
tell,62.0,57.82,-6.74
manage,62.0,57.82,-6.74
integrate,62.0,57.82,-6.74
r,1687.0,1573.14,-6.75
technologies,488.0,455.05,-6.75
equivalent,91.0,84.85,-6.76
building,298.0,277.83,-6.77
between,1039.0,968.67,-6.77
own,377.0,351.42,-6.79
architecture,547.0,509.86,-6.79
void,29.0,27.03,-6.79
immediate,29.0,27.03,-6.79
gif,29.0,27.03,-6.79
makes,278.0,259.06,-6.81
coding,83.0,77.34,-6.82
universal,162.0,150.93,-6.83
standard,458.0,426.51,-6.88
herself,25.0,23.28,-6.88
stages,50.0,46.56,-6.88
mozilla,25.0,23.28,-6.88
libraries,150.0,139.67,-6.89
vision,948.0,882.31,-6.93
combining,71.0,66.08,-6.93
same,614.0,571.44,-6.93
l,1079.0,1003.96,-6.95
second,527.0,490.34,-6.96
sep,46.0,42.8,-6.96
labels,92.0,85.6,-6.96
talks,92.0,85.6,-6.96
progress,113.0,105.13,-6.96
sent,67.0,62.33,-6.97
reduced,67.0,62.33,-6.97
much,314.0,292.1,-6.97
low,314.0,292.1,-6.97
when,1097.0,1020.48,-6.98
empirical,88.0,81.85,-6.99
watching,42.0,39.05,-7.02
aspect,42.0,39.05,-7.02
studio,168.0,156.19,-7.03
national,420.0,390.47,-7.03
most,861.0,800.46,-7.03
bottom,63.0,58.57,-7.03
prototype,84.0,78.09,-7.04
first,6196.0,5759.43,-7.05
grace,21.0,19.52,-7.05
susan,21.0,19.52,-7.05
exp,21.0,19.52,-7.05
pizza,21.0,19.52,-7.05
constantly,21.0,19.52,-7.05
watched,21.0,19.52,-7.05
nicole,21.0,19.52,-7.05
quantities,21.0,19.52,-7.05
sunrise,21.0,19.52,-7.05
enzyme,21.0,19.52,-7.05
decision,593.0,551.16,-7.06
worldwide,122.0,113.39,-7.06
institutions,59.0,54.82,-7.08
this,3476.0,3229.64,-7.09
jp,135.0,125.4,-7.11
various,405.0,376.2,-7.11
air,173.0,160.69,-7.12
have,2061.0,1914.05,-7.13
network,1643.0,1525.84,-7.13
smart,1001.0,929.62,-7.13
hits,38.0,35.29,-7.13
priority,38.0,35.29,-7.13
template,38.0,35.29,-7.13
productivity,38.0,35.29,-7.13
difficulty,38.0,35.29,-7.13
activation,76.0,70.58,-7.13
considers,38.0,35.29,-7.13
there,942.0,874.8,-7.13
supported,148.0,137.42,-7.15
wp,148.0,137.42,-7.15
probably,55.0,51.06,-7.16
commerce,55.0,51.06,-7.16
motor,55.0,51.06,-7.16
joint,165.0,153.18,-7.16
achieve,110.0,102.12,-7.16
mostly,55.0,51.06,-7.16
capable,165.0,153.18,-7.16
point,567.0,526.38,-7.16
groups,216.0,200.49,-7.18
piece,72.0,66.83,-7.18
phase,195.0,180.97,-7.19
created,441.0,409.24,-7.2
multiple,581.0,539.15,-7.2
arm,123.0,114.14,-7.2
environment,446.0,413.75,-7.23
involve,51.0,47.31,-7.24
oz,17.0,15.77,-7.24
commit,17.0,15.77,-7.24
regularly,17.0,15.77,-7.24
fred,34.0,31.54,-7.24
dropped,34.0,31.54,-7.24
verified,17.0,15.77,-7.24
invisible,17.0,15.77,-7.24
suggesting,17.0,15.77,-7.24
effects,153.0,141.92,-7.24
cost,255.0,236.53,-7.24
maximum,119.0,110.38,-7.24
lines,85.0,78.84,-7.25
app,540.0,500.85,-7.25
general,792.0,734.38,-7.28
data,4714.0,4371.01,-7.28
view,392.0,363.44,-7.29
berkeley,98.0,90.86,-7.29
summary,64.0,59.32,-7.31
summer,64.0,59.32,-7.31
represent,158.0,146.43,-7.32
col,158.0,146.43,-7.32
generation,521.0,482.83,-7.33
similar,466.0,431.77,-7.35
processing,1052.0,974.67,-7.35
we,968.0,896.58,-7.38
enabling,60.0,55.57,-7.38
demand,90.0,83.35,-7.39
stream,90.0,83.35,-7.39
correlation,120.0,111.13,-7.39
rated,30.0,27.78,-7.4
funds,30.0,27.78,-7.4
southern,30.0,27.78,-7.4
requests,30.0,27.78,-7.4
causing,30.0,27.78,-7.4
arrives,30.0,27.78,-7.4
calls,73.0,67.58,-7.42
heavily,43.0,39.8,-7.44
gui,43.0,39.8,-7.44
tasks,327.0,302.61,-7.46
computing,1154.0,1067.78,-7.47
sign,56.0,51.81,-7.48
receive,56.0,51.81,-7.48
morgan,69.0,63.83,-7.49
times,660.0,610.48,-7.5
understand,151.0,139.67,-7.5
none,82.0,75.84,-7.51
bits,82.0,75.84,-7.51
funded,82.0,75.84,-7.51
such,2114.0,1954.6,-7.54
distance,212.0,195.99,-7.55
listing,26.0,24.03,-7.58
lake,26.0,24.03,-7.58
degrees,52.0,48.06,-7.58
agricultural,26.0,24.03,-7.58
invited,26.0,24.03,-7.58
lite,26.0,24.03,-7.58
phillips,26.0,24.03,-7.58
audi,26.0,24.03,-7.58
solution,338.0,312.38,-7.58
should,364.0,336.4,-7.58
assume,65.0,60.07,-7.58
content,711.0,657.04,-7.59
seattle,39.0,36.04,-7.59
joy,39.0,36.04,-7.59
controlling,39.0,36.04,-7.59
precise,39.0,36.04,-7.59
pod,39.0,36.04,-7.59
directory,13.0,12.01,-7.62
mature,13.0,12.01,-7.62
mp,13.0,12.01,-7.62
ta,13.0,12.01,-7.62
belkin,13.0,12.01,-7.62
graduated,13.0,12.01,-7.62
alternative,113.0,104.38,-7.63
clear,100.0,92.36,-7.64
ground,87.0,80.35,-7.64
protection,196.0,180.97,-7.67
rates,48.0,44.3,-7.71
investor,48.0,44.3,-7.71
sen,48.0,44.3,-7.71
connect,118.0,108.88,-7.73
behavior,411.0,379.21,-7.73
signed,35.0,32.29,-7.74
reviewed,35.0,32.29,-7.74
learners,35.0,32.29,-7.74
master,175.0,161.44,-7.75
methods,670.0,617.99,-7.76
experiments,92.0,84.85,-7.77
wi,114.0,105.13,-7.78
broad,57.0,52.56,-7.79
continue,79.0,72.84,-7.8
way,540.0,497.85,-7.81
perspective,101.0,93.11,-7.81
ii,224.0,206.5,-7.81
region,88.0,81.1,-7.84
clients,44.0,40.55,-7.84
ex,44.0,40.55,-7.84
subsequent,44.0,40.55,-7.84
mark,198.0,182.47,-7.84
believe,66.0,60.82,-7.85
pool,22.0,20.27,-7.86
lowest,22.0,20.27,-7.86
soccer,22.0,20.27,-7.86
authorities,22.0,20.27,-7.86
paint,22.0,20.27,-7.86
marks,22.0,20.27,-7.86
ict,22.0,20.27,-7.86
ellen,22.0,20.27,-7.86
agrees,22.0,20.27,-7.86
kai,22.0,20.27,-7.86
robbie,22.0,20.27,-7.86
networks,1059.0,975.42,-7.89
able,428.0,394.22,-7.89
primarily,75.0,69.08,-7.89
availability,53.0,48.81,-7.91
worth,53.0,48.81,-7.91
urban,53.0,48.81,-7.91
hosted,53.0,48.81,-7.91
simultaneously,53.0,48.81,-7.91
you,739.0,680.32,-7.94
procedure,62.0,57.07,-7.95
soldier,31.0,28.53,-7.97
some,1140.0,1049.01,-7.98
following,422.0,388.22,-8.0
files,240.0,220.77,-8.01
emotional,80.0,73.59,-8.01
startup,200.0,183.97,-8.02
schema,120.0,110.38,-8.02
entrepreneur,40.0,36.79,-8.03
peripheral,40.0,36.79,-8.03
full,298.0,274.08,-8.03
enough,147.0,135.16,-8.05
solving,205.0,188.48,-8.06
schedule,49.0,45.05,-8.06
th,49.0,45.05,-8.06
efficiency,107.0,98.37,-8.07
apr,58.0,53.31,-8.09
powers,58.0,53.31,-8.09
meant,58.0,53.31,-8.09
processes,246.0,226.02,-8.12
seen,188.0,172.71,-8.13
line,274.0,251.55,-8.19
hear,27.0,24.78,-8.22
johnny,27.0,24.78,-8.22
tricks,27.0,24.78,-8.22
total,171.0,156.94,-8.22
latter,63.0,57.82,-8.22
ireland,36.0,33.04,-8.22
repair,9.0,8.26,-8.22
trip,9.0,8.26,-8.22
visitors,18.0,16.52,-8.22
advertisement,9.0,8.26,-8.22
headlines,9.0,8.26,-8.22
sexual,36.0,33.04,-8.22
injury,18.0,16.52,-8.22
residents,9.0,8.26,-8.22
dell,9.0,8.26,-8.22
constitutes,9.0,8.26,-8.22
boot,9.0,8.26,-8.22
catholic,9.0,8.26,-8.22
valentine,9.0,8.26,-8.22
ethnic,9.0,8.26,-8.22
occupation,18.0,16.52,-8.22
walls,18.0,16.52,-8.22
somewhere,9.0,8.26,-8.22
modification,18.0,16.52,-8.22
mice,9.0,8.26,-8.22
crop,9.0,8.26,-8.22
prospective,9.0,8.26,-8.22
tablet,36.0,33.04,-8.22
plc,36.0,33.04,-8.22
annually,18.0,16.52,-8.22
signing,9.0,8.26,-8.22
jamie,9.0,8.26,-8.22
fifty,9.0,8.26,-8.22
reduces,36.0,33.04,-8.22
gather,18.0,16.52,-8.22
deeply,18.0,16.52,-8.22
periodically,9.0,8.26,-8.22
bloggers,9.0,8.26,-8.22
treating,9.0,8.26,-8.22
shortcuts,9.0,8.26,-8.22
euros,9.0,8.26,-8.22
creatures,9.0,8.26,-8.22
mods,9.0,8.26,-8.22
pierce,9.0,8.26,-8.22
bibliographic,9.0,8.26,-8.22
dow,9.0,8.26,-8.22
deadly,9.0,8.26,-8.22
endangered,9.0,8.26,-8.22
casey,18.0,16.52,-8.22
essential,45.0,41.3,-8.22
bi,45.0,41.3,-8.22
san,194.0,177.96,-8.27
examples,334.0,306.37,-8.27
requires,140.0,128.4,-8.29
recognition,949.0,870.3,-8.29
based,2622.0,2404.39,-8.3
applications,1198.0,1098.57,-8.3
collaborative,113.0,103.62,-8.3
known,602.0,551.91,-8.32
pr,68.0,62.33,-8.34
process,843.0,772.68,-8.34
collection,272.0,249.3,-8.35
three,585.0,536.15,-8.35
a,26654.0,24426.9,-8.36
exact,50.0,45.81,-8.38
respect,100.0,91.61,-8.39
unlike,91.0,83.35,-8.41
conditions,132.0,120.9,-8.41
foreign,41.0,37.55,-8.41
specify,41.0,37.55,-8.41
parliament,41.0,37.55,-8.41
makers,41.0,37.55,-8.41
cambridge,173.0,158.44,-8.42
do,542.0,496.35,-8.42
industries,82.0,75.09,-8.43
parent,73.0,66.83,-8.45
spent,32.0,29.29,-8.47
hack,32.0,29.29,-8.47
food,96.0,87.86,-8.48
manager,64.0,58.57,-8.48
recommendation,64.0,58.57,-8.48
animation,64.0,58.57,-8.48
structural,64.0,58.57,-8.48
conversations,64.0,58.57,-8.48
sensors,270.0,247.05,-8.5
kit,119.0,108.88,-8.5
berlin,119.0,108.88,-8.5
separate,87.0,79.6,-8.51
spam,87.0,79.6,-8.51
related,412.0,376.95,-8.51
t,1874.0,1714.31,-8.52
include,550.0,503.11,-8.53
plot,78.0,71.34,-8.54
approaches,280.0,256.06,-8.55
characteristics,101.0,92.36,-8.55
finally,124.0,113.39,-8.56
upload,23.0,21.03,-8.57
campaigns,23.0,21.03,-8.57
reflection,23.0,21.03,-8.57
latest,377.0,344.66,-8.58
runs,69.0,63.08,-8.58
conversation,92.0,84.1,-8.59
ll,46.0,42.05,-8.59
edges,46.0,42.05,-8.59
can,3844.0,3513.48,-8.6
stanford,189.0,172.71,-8.62
algorithms,959.0,876.3,-8.62
x,2140.0,1955.35,-8.63
orders,60.0,54.82,-8.63
coverage,60.0,54.82,-8.63
conducted,60.0,54.82,-8.63
task,305.0,278.59,-8.66
create,476.0,434.77,-8.66
sequence,208.0,189.98,-8.66
searches,37.0,33.79,-8.68
contains,148.0,135.16,-8.68
facing,37.0,33.79,-8.68
extensions,74.0,67.58,-8.68
kenneth,37.0,33.79,-8.68
guided,37.0,33.79,-8.68
easter,37.0,33.79,-8.68
utilize,37.0,33.79,-8.68
which,3166.0,2890.98,-8.69
variance,125.0,114.14,-8.69
visual,588.0,536.9,-8.69
each,1190.0,1086.56,-8.69
italy,88.0,80.35,-8.69
directions,51.0,46.56,-8.71
fighting,51.0,46.56,-8.71
quality,255.0,232.78,-8.71
values,357.0,325.89,-8.71
easy,102.0,93.11,-8.72
work,2934.0,2677.72,-8.73
v,729.0,665.3,-8.74
implement,65.0,59.32,-8.74
desired,65.0,59.32,-8.74
graphs,65.0,59.32,-8.74
very,404.0,368.69,-8.74
sum,144.0,131.41,-8.74
been,1533.0,1398.93,-8.75
by,7410.0,6761.89,-8.75
output,344.0,313.88,-8.76
material,107.0,97.62,-8.77
entity,107.0,97.62,-8.77
given,656.0,598.47,-8.77
theoretical,121.0,110.38,-8.78
remote,135.0,123.15,-8.78
loan,14.0,12.77,-8.79
jet,14.0,12.77,-8.79
princess,14.0,12.77,-8.79
wolf,14.0,12.77,-8.79
occasionally,14.0,12.77,-8.79
apparent,14.0,12.77,-8.79
sept,14.0,12.77,-8.79
profession,14.0,12.77,-8.79
architect,14.0,12.77,-8.79
victorian,14.0,12.77,-8.79
gathered,14.0,12.77,-8.79
