Word,2020,2021,2022,2023,2024
nintendo,9.0,17.22,23.33,25.7,24.62
usual,25.0,21.04,19.6,19.49,19.52
loading,8.0,8.61,9.33,9.75,8.49
stamps,0.0,0.0,0.0,0.0,0.0
appeared,55.0,62.17,64.39,62.03,67.9
franklin,16.0,15.3,14.0,13.29,12.73
angle,47.0,46.86,43.86,42.53,39.89
rob,2.0,1.91,1.87,2.66,1.7
vinyl,2.0,1.91,1.87,1.77,1.7
highlights,12.0,10.52,11.2,11.52,13.58
mining,356.0,337.61,333.14,316.34,302.17
designers,42.0,43.04,41.06,44.31,47.53
melbourne,9.0,7.65,8.4,8.86,9.34
ongoing,33.0,41.13,41.99,42.53,45.84
worst,20.0,22.95,25.2,25.7,25.46
imaging,117.0,117.64,101.71,96.59,95.07
betting,0.0,0.0,0.0,0.0,0.0
scientists,90.0,88.95,86.78,84.18,84.88
liberty,3.0,3.83,2.8,2.66,2.55
wyoming,0.0,0.0,0.0,0.0,0.0
blackjack,0.0,0.0,0.0,0.0,0.0
argentina,9.0,6.69,8.4,5.32,6.79
era,19.0,20.08,21.46,22.15,25.46
convert,24.0,22.0,23.33,23.93,22.92
possibility,83.0,81.3,78.38,76.21,83.18
analyst,16.0,17.22,16.8,14.18,12.73
commissioner,6.0,7.65,9.33,7.98,7.64
dangerous,27.0,28.69,29.86,28.36,30.56
garage,5.0,4.78,4.67,4.43,4.24
exciting,6.0,5.74,7.47,5.32,5.09
reliability,20.0,21.04,22.4,22.15,24.62
thongs,0.0,0.0,0.0,0.0,0.0
gcc,3.0,2.87,2.8,2.66,2.55
unfortunately,12.0,13.39,14.0,13.29,12.73
respectively,74.0,73.64,74.65,80.64,90.82
volunteers,6.0,11.48,13.06,11.52,11.03
attachment,2.0,1.91,1.87,1.77,3.4
ringtone,0.0,0.0,0.0,0.0,0.0
finland,15.0,12.43,12.13,12.41,11.88
morgan,23.0,22.95,22.4,22.15,21.22
derived,62.0,59.3,59.72,63.8,59.42
pleasure,7.0,7.65,7.47,6.2,5.94
honor,8.0,11.48,9.33,10.63,12.73
asp,7.0,2.87,2.8,2.66,2.55
oriented,105.0,94.69,93.32,93.93,88.28
eagle,20.0,19.13,16.8,15.95,16.98
desktops,2.0,1.91,1.87,1.77,1.7
pants,1.0,0.96,0.93,0.89,0.85
columbus,6.0,4.78,5.6,5.32,5.09
nurse,5.0,5.74,5.6,5.32,5.94
prayer,0.0,0.0,0.0,0.0,0.0
appointment,3.0,3.83,4.67,3.54,5.09
workshops,28.0,31.56,27.99,26.58,27.16
hurricane,2.0,1.91,1.87,1.77,1.7
quiet,11.0,9.56,9.33,9.75,9.34
luck,1.0,0.96,0.93,1.77,0.85
postage,0.0,0.0,0.0,0.0,0.0
producer,20.0,20.08,24.26,21.27,22.92
represented,162.0,149.2,148.37,138.23,134.96
mortgages,1.0,0.96,0.93,0.89,0.85
dial,7.0,7.65,7.47,7.09,8.49
responsibilities,8.0,7.65,8.4,7.98,8.49
cheese,0.0,0.0,0.0,0.0,0.0
comic,53.0,55.47,54.12,54.94,61.96
carefully,12.0,10.52,9.33,11.52,14.43
jet,7.0,6.69,6.53,7.09,8.49
productivity,31.0,27.74,27.06,31.01,27.16
investors,43.0,42.08,35.46,32.79,35.65
crown,10.0,11.48,7.47,8.86,10.19
par,12.0,10.52,10.26,9.75,9.34
underground,6.0,5.74,6.53,8.86,7.64
diagnosis,36.0,42.08,43.86,40.76,43.29
maker,47.0,28.69,27.99,28.36,26.31
crack,5.0,5.74,4.67,4.43,4.24
principle,76.0,74.6,70.92,67.34,64.51
picks,7.0,6.69,5.6,4.43,4.24
vacations,1.0,0.96,0.93,0.89,0.85
gang,3.0,2.87,2.8,2.66,2.55
semester,0.0,0.0,0.0,0.0,0.0
calculated,42.0,44.0,49.46,47.85,47.53
cumshot,0.0,0.0,0.0,0.0,0.0
fetish,0.0,0.0,0.0,0.0,0.0
applies,42.0,38.26,38.26,40.76,44.14
casinos,3.0,2.87,2.8,2.66,2.55
appearance,55.0,55.47,57.86,54.94,70.45
smoke,11.0,10.52,10.26,7.98,7.64
apache,86.0,98.51,100.78,102.79,100.16
filters,52.0,51.65,58.79,63.8,56.87
incorporated,36.0,43.04,45.72,42.53,48.38
nv,4.0,3.83,3.73,2.66,2.55
craft,12.0,13.39,14.0,12.41,11.88
cake,4.0,3.83,3.73,3.54,3.4
notebooks,2.0,3.83,3.73,7.09,7.64
apart,20.0,21.04,21.46,22.15,22.07
fellow,22.0,22.95,18.66,19.49,22.07
blind,18.0,16.26,16.8,17.72,19.52
lounge,0.0,0.0,0.0,0.0,0.0
mad,3.0,5.74,5.6,5.32,4.24
algorithm,874.0,831.13,837.04,835.61,801.27
semi,75.0,70.77,70.92,89.5,81.48
coins,1.0,0.96,0.93,0.89,1.7
andy,9.0,9.56,17.73,15.95,18.67
gross,10.0,7.65,8.4,7.09,9.34
strongly,23.0,20.08,20.53,22.15,21.22
cafe,4.0,3.83,3.73,3.54,3.4
valentine,4.0,4.78,4.67,4.43,4.24
hilton,2.0,1.91,3.73,3.54,3.4
ken,11.0,10.52,11.2,8.86,8.49
proteins,10.0,31.56,38.26,46.96,44.14
horror,13.0,14.35,16.8,19.49,22.92
su,2.0,1.91,1.87,1.77,0.85
exp,2.0,1.91,1.87,1.77,1.7
familiar,18.0,19.13,17.73,17.72,17.82
capable,149.0,154.94,150.24,147.1,152.78
douglas,13.0,11.48,11.2,10.63,11.03
debian,7.0,6.69,6.53,7.09,6.79
till,2.0,1.91,0.0,0.0,0.0
involving,59.0,52.6,51.32,53.17,50.08
pen,9.0,7.65,6.53,6.2,5.94
investing,15.0,15.3,13.06,12.41,13.58
christopher,19.0,18.17,17.73,15.95,21.22
admission,0.0,0.0,0.0,0.0,1.7
epson,4.0,3.83,3.73,3.54,3.4
shoe,7.0,7.65,7.47,10.63,10.19
elected,4.0,3.83,4.67,6.2,5.94
carrying,21.0,22.0,22.4,20.38,19.52
victory,21.0,24.87,26.13,23.04,23.77
sand,3.0,2.87,2.8,3.54,2.55
madison,3.0,2.87,3.73,5.32,5.09
terrorism,6.0,5.74,5.6,5.32,5.09
joy,24.0,25.82,25.2,16.84,21.22
editions,11.0,11.48,12.13,11.52,18.67
cpu,46.0,50.69,52.26,52.28,53.47
mainly,63.0,62.17,60.66,62.91,65.36
ethnic,7.0,9.56,8.4,7.98,7.64
ran,39.0,37.3,38.26,36.33,39.04
parliament,16.0,19.13,19.6,19.49,19.52
actor,26.0,32.52,33.59,26.58,37.35
finds,52.0,50.69,43.86,46.08,48.38
seal,1.0,0.96,0.93,0.89,0.85
situations,87.0,83.21,80.25,77.09,78.09
fifth,51.0,48.78,42.93,46.08,51.78
allocated,6.0,8.61,6.53,7.09,6.79
citizen,19.0,20.08,18.66,16.84,16.13
vertical,29.0,26.78,27.99,26.58,25.46
corrections,3.0,2.87,2.8,2.66,2.55
structural,46.0,38.26,33.59,33.67,33.1
municipal,4.0,3.83,2.8,2.66,2.55
describes,92.0,92.77,89.58,85.95,85.73
prize,89.0,87.03,84.92,86.84,92.52
sr,2.0,2.87,2.8,4.43,4.24
occurs,37.0,37.3,41.06,38.1,35.65
jon,13.0,16.26,17.73,15.95,19.52
absolute,20.0,20.08,19.6,20.38,22.07
disabilities,6.0,5.74,6.53,11.52,11.03
consists,145.0,134.85,136.24,136.46,134.11
anytime,7.0,7.65,9.33,7.98,7.64
substance,4.0,4.78,3.73,3.54,4.24
prohibited,1.0,0.96,2.8,4.43,4.24
addressed,31.0,30.61,29.86,31.01,29.71
lies,17.0,16.26,16.8,15.06,15.28
pipe,1.0,0.96,0.93,0.89,0.85
soldiers,15.0,14.35,13.06,14.18,13.58
nr,42.0,38.26,38.26,37.22,39.89
guardian,31.0,37.3,34.53,31.01,29.71
lecture,28.0,27.74,27.06,26.58,22.92
simulation,233.0,226.67,183.83,171.02,166.36
layout,9.0,12.43,11.2,13.29,13.58
initiatives,17.0,19.13,18.66,17.72,21.22
ill,15.0,14.35,14.0,13.29,14.43
concentration,17.0,17.22,17.73,16.84,16.98
classics,1.0,1.91,1.87,1.77,1.7
lbs,1.0,0.96,0.93,0.89,0.85
lay,7.0,6.69,6.53,8.86,8.49
interpretation,59.0,52.6,51.32,48.74,50.93
horses,0.0,0.0,1.87,2.66,2.55
lol,0.0,0.0,0.0,0.0,0.0
dirty,25.0,23.91,23.33,22.15,21.22
deck,5.0,4.78,4.67,4.43,4.24
wayne,6.0,14.35,13.06,11.52,13.58
donate,1.0,0.96,0.93,0.89,0.85
taught,14.0,15.3,18.66,18.61,18.67
bankruptcy,1.0,0.96,0.93,0.89,0.85
mp,8.0,7.65,7.47,9.75,9.34
worker,15.0,18.17,19.6,15.06,19.52
optimization,304.0,288.84,289.28,318.12,273.31
alive,10.0,11.48,12.13,12.41,13.58
temple,6.0,4.78,4.67,7.09,8.49
substances,4.0,3.83,3.73,3.54,3.4
prove,30.0,30.61,28.93,30.13,28.01
discovered,33.0,35.39,37.33,35.44,38.2
wings,2.0,2.87,3.73,3.54,5.09
breaks,14.0,10.52,12.13,10.63,11.88
genetic,133.0,113.81,112.91,106.33,100.16
restrictions,30.0,27.74,27.99,27.47,28.01
participating,6.0,8.61,8.4,11.52,10.19
waters,4.0,3.83,3.73,4.43,3.4
promise,16.0,15.3,14.0,13.29,14.43
thin,18.0,20.08,18.66,17.72,17.82
exhibition,28.0,32.52,31.73,29.24,33.1
prefer,13.0,12.43,13.06,13.29,13.58
ridge,13.0,13.39,13.06,12.41,11.88
cabinet,1.0,0.96,0.93,0.89,0.85
modem,6.0,5.74,6.53,6.2,7.64
harris,61.0,58.34,56.92,51.39,47.53
mph,0.0,0.96,0.93,0.89,0.85
bringing,19.0,19.13,18.66,19.49,18.67
sick,10.0,10.52,11.2,11.52,10.19
dose,3.0,3.83,3.73,3.54,3.4
evaluate,60.0,68.86,70.92,65.57,61.96
tiffany,1.0,0.96,0.93,0.89,0.85
tropical,2.0,1.91,0.93,0.0,0.0
collect,54.0,52.6,53.19,53.17,50.08
bet,0.0,0.0,0.0,0.0,0.0
composition,54.0,47.82,48.52,44.31,51.78
toyota,9.0,11.48,11.2,10.63,10.19
streets,7.0,7.65,8.4,7.09,6.79
nationwide,4.0,1.91,3.73,3.54,3.4
vector,277.0,277.36,279.95,286.22,272.46
definitely,5.0,8.61,6.53,6.2,5.94
shaved,0.0,0.0,0.0,0.0,0.85
turning,15.0,18.17,20.53,18.61,20.37
buffer,1.0,0.96,0.93,0.89,0.85
purple,4.0,4.78,4.67,4.43,4.24
existence,52.0,55.47,53.19,53.17,51.78
commentary,20.0,22.0,19.6,19.49,18.67
larry,12.0,12.43,12.13,10.63,12.73
limousines,0.0,0.0,0.0,0.0,0.0
developments,49.0,46.86,44.79,40.76,39.89
def,0.0,0.0,0.0,1.77,2.55
immigration,11.0,10.52,12.13,11.52,11.88
destinations,2.0,1.91,2.8,3.54,4.24
lets,27.0,23.91,23.33,22.15,20.37
mutual,15.0,14.35,14.0,17.72,16.98
pipeline,32.0,36.34,39.19,34.56,34.8
necessarily,37.0,34.43,31.73,36.33,35.65
syntax,49.0,47.82,46.66,46.08,44.14
li,43.0,42.08,38.26,41.65,38.2
attribute,113.0,106.16,99.85,99.25,95.07
prison,7.0,5.74,6.53,5.32,5.09
skill,27.0,24.87,25.2,25.7,24.62
chairs,7.0,7.65,7.47,7.09,6.79
nl,8.0,8.61,8.4,7.98,7.64
everyday,32.0,30.61,30.79,31.01,29.71
apparently,12.0,12.43,12.13,11.52,9.34
surrounding,29.0,29.65,32.66,36.33,34.8
mountains,0.0,0.96,1.87,1.77,1.7
moves,74.0,78.43,75.59,73.55,74.69
popularity,21.0,24.87,27.06,23.93,24.62
inquiry,8.0,7.65,8.4,7.98,7.64
ethernet,17.0,16.26,15.86,16.84,16.13
checked,3.0,2.87,1.87,1.77,2.55
exhibit,31.0,23.91,27.06,26.58,28.86
throw,5.0,3.83,3.73,3.54,4.24
trend,16.0,22.95,20.53,22.15,23.77
sierra,3.0,2.87,2.8,1.77,1.7
visible,34.0,32.52,30.79,31.01,28.86
cats,4.0,3.83,7.47,9.75,9.34
desert,10.0,9.56,9.33,12.41,9.34
postposted,0.0,0.0,0.0,0.0,0.0
ya,0.0,0.0,0.93,0.89,0.85
oldest,6.0,7.65,6.53,7.09,6.79
rhode,0.0,0.0,0.93,0.89,0.85
nba,1.0,0.96,0.93,0.89,1.7
busty,0.0,0.0,0.0,0.0,0.0
coordinator,3.0,2.87,3.73,3.54,3.4
obviously,14.0,12.43,11.2,10.63,11.88
mercury,6.0,5.74,5.6,5.32,5.09
steven,17.0,17.22,15.86,11.52,11.03
handbook,13.0,11.48,13.06,12.41,9.34
greg,25.0,25.82,24.26,24.81,28.01
navigate,24.0,20.08,20.53,21.27,21.22
worse,12.0,13.39,12.13,10.63,10.19
summit,33.0,34.43,32.66,30.13,32.25
victims,7.0,9.56,9.33,8.86,6.79
epa,0.0,0.0,0.0,0.0,0.0
spaces,58.0,60.25,63.45,65.57,65.36
fundamental,61.0,59.3,59.72,62.91,63.66
burning,3.0,2.87,2.8,1.77,1.7
escape,19.0,24.87,23.33,20.38,23.77
coupons,0.0,0.0,0.0,0.0,0.0
somewhat,19.0,18.17,17.73,17.72,14.43
receiver,15.0,14.35,13.06,14.18,15.28
substantial,27.0,22.95,22.4,24.81,24.62
tr,9.0,9.56,8.4,7.09,8.49
progressive,8.0,11.48,15.86,19.49,19.52
cialis,0.0,0.0,0.0,0.0,0.0
bb,0.0,0.0,0.0,0.89,0.85
boats,0.0,0.96,0.93,1.77,1.7
glance,2.0,1.91,1.87,1.77,1.7
scottish,6.0,6.69,7.47,7.09,6.79
championship,34.0,36.34,35.46,39.88,42.44
arcade,7.0,5.74,5.6,5.32,5.09
richmond,0.0,0.0,0.93,0.89,1.7
sacramento,2.0,1.91,0.93,0.89,0.85
impossible,41.0,38.26,39.19,37.22,34.8
ron,8.0,6.69,8.4,7.98,8.49
russell,35.0,42.08,36.39,38.99,33.1
tells,31.0,26.78,24.26,24.81,24.62
obvious,27.0,26.78,26.13,26.58,24.62
fiber,15.0,13.39,13.06,11.52,11.03
depression,7.0,9.56,8.4,7.98,10.19
graph,210.0,179.81,187.56,209.12,202.86
covering,35.0,32.52,31.73,32.79,30.56
platinum,11.0,12.43,12.13,11.52,11.88
judgment,25.0,23.91,23.33,23.93,24.62
bedrooms,0.0,0.0,0.0,0.0,0.0
talks,21.0,21.04,18.66,17.72,18.67
filing,5.0,4.78,4.67,2.66,3.4
foster,14.0,14.35,14.93,15.06,16.98
modeling,280.0,272.58,249.15,230.39,221.54
passing,23.0,22.95,21.46,23.93,27.16
awarded,34.0,38.26,38.26,36.33,39.89
testimonials,0.0,0.0,0.0,0.0,0.0
trials,24.0,22.95,22.4,24.81,24.62
tissue,13.0,14.35,12.13,13.29,13.58
nz,6.0,4.78,4.67,4.43,3.4
memorabilia,1.0,0.96,0.93,0.89,0.85
clinton,3.0,2.87,2.8,2.66,2.55
masters,9.0,8.61,9.33,8.86,9.34
bonds,0.0,0.0,0.0,0.0,0.0
cartridge,0.0,0.0,0.0,0.0,0.85
alberta,2.0,1.91,2.8,2.66,2.55
explanation,49.0,50.69,49.46,61.14,68.75
folk,2.0,1.91,0.93,0.89,3.4
org,178.0,155.9,136.24,140.01,125.62
commons,14.0,13.39,16.8,18.61,18.67
cincinnati,3.0,1.91,2.8,2.66,2.55
subsection,0.0,0.0,0.0,0.0,0.0
fraud,68.0,49.73,51.32,50.51,49.23
electricity,10.0,9.56,9.33,7.98,11.88
permitted,4.0,3.83,4.67,5.32,5.09
spectrum,84.0,65.04,69.05,55.83,54.32
arrival,9.0,8.61,9.33,10.63,11.88
okay,4.0,1.91,1.87,1.77,1.7
pottery,0.0,0.0,0.0,0.0,0.0
emphasis,19.0,18.17,21.46,21.27,23.77
roger,26.0,22.95,24.26,21.27,20.37
aspect,39.0,37.3,39.19,38.1,38.2
workplace,3.0,7.65,6.53,7.98,8.49
awesome,4.0,3.83,3.73,4.43,4.24
mexican,5.0,4.78,4.67,4.43,4.24
confirmed,29.0,29.65,31.73,31.9,33.95
counts,15.0,12.43,11.2,10.63,10.19
priced,4.0,4.78,4.67,6.2,6.79
wallpapers,1.0,0.96,0.93,0.89,0.85
hist,0.0,0.0,0.0,0.0,0.0
crash,14.0,15.3,14.0,13.29,11.03
lift,3.0,3.83,3.73,5.32,5.09
desired,65.0,59.3,57.86,54.94,60.26
inter,34.0,32.52,30.79,31.01,30.56
closer,37.0,40.17,39.19,38.1,37.35
assumes,30.0,29.65,31.73,31.01,31.41
heights,3.0,4.78,4.67,3.54,3.4
shadow,3.0,2.87,2.8,3.54,3.4
riding,3.0,2.87,2.8,2.66,4.24
infection,5.0,5.74,6.53,6.2,6.79
firefox,8.0,7.65,7.47,6.2,5.94
lisa,22.0,22.0,26.13,17.72,16.98
expense,4.0,3.83,3.73,4.43,5.09
grove,2.0,1.91,1.87,1.77,1.7
eligibility,6.0,5.74,5.6,5.32,5.09
venture,32.0,37.3,36.39,37.22,37.35
clinic,13.0,12.43,12.13,8.86,8.49
korean,25.0,27.74,29.86,27.47,38.2
healing,1.0,0.96,0.0,0.0,5.09
princess,6.0,7.65,8.4,7.98,7.64
mall,0.0,0.0,0.0,0.0,2.55
entering,10.0,10.52,12.13,10.63,10.19
packet,19.0,17.22,17.73,17.72,17.82
spray,5.0,4.78,4.67,4.43,4.24
studios,39.0,41.13,44.79,43.42,45.84
involvement,14.0,14.35,16.8,17.72,18.67
dad,0.0,0.0,0.0,0.0,0.85
buttons,28.0,27.74,27.06,27.47,25.46
placement,9.0,10.52,10.26,9.75,9.34
observations,87.0,76.51,74.65,70.0,64.51
vbulletin,0.0,0.0,0.0,0.0,0.0
funded,70.0,73.64,74.65,72.66,71.3
thompson,33.0,28.69,26.13,24.81,24.62
winners,13.0,14.35,16.8,12.41,11.88
extend,30.0,30.61,29.86,33.67,32.25
roads,16.0,16.26,12.13,12.41,11.88
subsequent,43.0,41.13,41.99,44.31,43.29
pat,4.0,3.83,5.6,5.32,5.09
dublin,31.0,26.78,26.13,24.81,24.62
rolling,19.0,15.3,14.93,13.29,14.43
fell,5.0,6.69,8.4,7.98,9.34
motorcycle,3.0,2.87,3.73,2.66,2.55
yard,15.0,15.3,13.06,12.41,11.88
disclosure,4.0,4.78,4.67,4.43,4.24
establishment,14.0,14.35,12.13,12.41,13.58
memories,81.0,85.12,86.78,86.84,94.22
nelson,11.0,6.69,5.6,4.43,4.24
te,3.0,3.83,3.73,3.54,3.4
arrived,8.0,7.65,9.33,8.86,9.34
creates,51.0,49.73,51.32,52.28,50.08
faces,82.0,85.12,82.12,87.73,93.37
tourist,3.0,2.87,2.8,2.66,3.4
cocks,0.0,0.0,0.93,0.89,0.85
av,0.0,0.0,1.87,4.43,5.09
mayor,8.0,6.69,3.73,3.54,4.24
murder,20.0,23.91,21.46,20.38,18.67
sean,11.0,11.48,13.06,6.2,6.79
adequate,11.0,6.69,7.47,6.2,5.94
senator,5.0,2.87,2.8,1.77,2.55
yield,14.0,15.3,14.93,15.95,15.28
presentations,15.0,14.35,14.93,13.29,13.58
grades,0.0,0.0,0.0,0.0,0.0
cartoons,2.0,1.91,1.87,1.77,2.55
pour,6.0,5.74,3.73,4.43,4.24
digest,7.0,7.65,4.67,3.54,3.4
reg,1.0,0.96,0.93,0.89,0.85
lodging,0.0,0.0,0.0,0.0,0.0
tion,1.0,0.96,0.93,0.89,0.85
dust,5.0,4.78,8.4,8.86,8.49
hence,65.0,60.25,60.66,62.91,61.96
wiki,22.0,14.35,14.0,12.41,11.88
entirely,44.0,47.82,46.66,47.85,43.29
replaced,51.0,52.6,53.19,58.48,63.66
radar,17.0,12.43,14.93,18.61,17.82
rescue,6.0,6.69,5.6,7.09,8.49
undergraduate,2.0,1.91,1.87,1.77,2.55
losses,12.0,14.35,18.66,18.61,19.52
combat,55.0,63.12,78.38,76.21,75.54
reducing,48.0,55.47,58.79,56.71,56.02
stopped,21.0,21.04,22.4,22.15,24.62
occupation,9.0,8.61,8.4,8.86,9.34
lakes,1.0,1.91,1.87,1.77,0.85
butt,0.0,0.0,0.0,0.0,0.0
donations,3.0,2.87,3.73,3.54,4.24
associations,22.0,21.04,20.53,19.49,19.52
citysearch,0.0,0.0,0.0,0.0,0.0
closely,47.0,42.08,42.93,48.74,49.23
radiation,22.0,16.26,18.66,18.61,17.82
diary,1.0,0.96,0.93,0.89,0.85
seriously,9.0,8.61,9.33,9.75,10.19
kings,1.0,0.96,2.8,2.66,2.55
shooting,8.0,8.61,8.4,9.75,9.34
kent,1.0,0.96,0.93,0.89,1.7
adds,31.0,39.21,38.26,38.99,39.89
nsw,3.0,2.87,1.87,0.0,0.0
ear,15.0,15.3,13.06,8.86,8.49
flags,10.0,9.56,10.26,8.86,8.49
pci,4.0,3.83,3.73,3.54,3.4
baker,7.0,6.69,6.53,6.2,5.94
launched,218.0,220.93,212.76,222.42,226.63
elsewhere,7.0,7.65,8.4,7.09,28.86
pollution,6.0,5.74,6.53,8.86,9.34
conservative,4.0,4.78,4.67,5.32,5.94
guestbook,0.0,0.0,0.0,0.0,0.0
shock,1.0,2.87,2.8,3.54,3.4
effectiveness,29.0,26.78,23.33,23.93,24.62
walls,17.0,15.3,14.0,12.41,14.43
abroad,1.0,1.91,2.8,2.66,2.55
ebony,0.0,0.0,0.0,0.0,0.0
tie,16.0,14.35,16.8,16.84,27.16
ward,6.0,5.74,5.6,6.2,5.09
drawn,46.0,41.13,41.99,42.53,40.74
arthur,14.0,14.35,12.13,11.52,12.73
ian,18.0,17.22,22.4,23.04,26.31
visited,8.0,6.69,6.53,6.2,6.79
roof,0.0,0.0,0.0,0.0,0.0
walker,7.0,6.69,5.6,5.32,5.09
demonstrate,43.0,44.0,42.93,43.42,42.44
atmosphere,2.0,2.87,3.73,3.54,5.09
suggests,49.0,51.65,47.59,45.19,48.38
kiss,1.0,0.96,0.93,1.77,1.7
beast,2.0,2.87,3.73,3.54,3.4
ra,3.0,3.83,3.73,3.54,5.09
operated,22.0,20.08,22.4,20.38,19.52
experiment,69.0,66.95,69.05,72.66,73.85
targets,47.0,53.56,51.32,53.17,55.17
overseas,3.0,3.83,3.73,4.43,4.24
purchases,7.0,8.61,9.33,7.98,7.64
dodge,1.0,1.91,1.87,1.77,1.7
counsel,2.0,1.91,1.87,0.89,0.85
federation,11.0,12.43,9.33,10.63,10.19
pizza,10.0,9.56,9.33,8.86,8.49
invited,19.0,17.22,18.66,18.61,20.37
yards,1.0,0.96,1.87,1.77,1.7
assignment,19.0,17.22,17.73,18.61,17.82
chemicals,2.0,1.91,0.93,3.54,3.4
gordon,12.0,10.52,10.26,10.63,7.64
mod,9.0,6.69,4.67,5.32,5.09
farmers,2.0,3.83,5.6,4.43,4.24
rc,10.0,7.65,7.47,7.09,6.79
queries,94.0,87.03,82.12,78.86,73.85
bmw,12.0,12.43,14.0,9.75,9.34
rush,3.0,3.83,3.73,4.43,4.24
ukraine,3.0,2.87,1.87,4.43,4.24
absence,17.0,14.35,16.8,15.95,14.43
nearest,74.0,73.64,71.85,67.34,62.81
cluster,59.0,55.47,65.32,85.95,77.24
vendors,29.0,29.65,31.73,32.79,32.25
mpeg,2.0,1.91,1.87,1.77,1.7
whereas,57.0,49.73,55.06,55.83,61.11
yoga,3.0,3.83,1.87,0.89,0.85
serves,50.0,49.73,54.12,53.17,60.26
woods,3.0,2.87,1.87,1.77,1.7
surprise,7.0,4.78,3.73,3.54,10.19
lamp,9.0,8.61,8.4,7.98,7.64
rico,4.0,3.83,3.73,3.54,3.4
partial,128.0,110.94,108.25,112.54,101.86
shoppers,2.0,1.91,1.87,1.77,1.7
phil,5.0,4.78,6.53,6.2,5.94
everybody,18.0,17.22,16.8,15.95,15.28
couples,7.0,6.69,6.53,7.09,6.79
nashville,1.0,0.0,0.0,0.89,0.85
ranking,97.0,99.47,103.58,97.47,95.91
jokes,6.0,4.78,4.67,4.43,4.24
cst,0.0,0.0,0.0,0.0,0.0
http,308.0,265.88,232.36,181.65,159.57
ceo,76.0,84.16,87.72,82.41,106.1
simpson,5.0,4.78,3.73,2.66,2.55
twiki,0.0,0.0,0.0,0.0,0.0
sublime,0.0,0.96,0.93,2.66,1.7
counseling,1.0,0.96,0.0,0.0,0.85
palace,4.0,4.78,4.67,4.43,4.24
acceptable,21.0,22.0,17.73,16.84,16.98
satisfied,47.0,44.95,43.86,42.53,41.59
glad,1.0,0.96,1.87,1.77,1.7
wins,29.0,29.65,30.79,27.47,32.25
measurements,51.0,57.38,55.99,56.71,56.87
verify,19.0,19.13,17.73,17.72,22.07
globe,20.0,19.13,18.66,16.84,15.28
trusted,13.0,12.43,11.2,9.75,11.88
copper,6.0,6.69,5.6,4.43,4.24
milwaukee,1.0,0.96,0.0,0.0,0.0
rack,2.0,2.87,3.73,4.43,4.24
medication,7.0,5.74,5.6,6.2,5.94
warehouse,15.0,12.43,11.2,13.29,11.03
shareware,0.0,0.0,0.0,0.0,0.0
ec,9.0,11.48,11.2,10.63,9.34
rep,0.0,0.96,1.87,1.77,0.85
dicke,0.0,0.0,0.0,0.0,0.0
kerry,0.0,0.96,0.0,0.0,0.0
receipt,2.0,1.91,1.87,1.77,2.55
supposed,13.0,12.43,11.2,12.41,11.88
ordinary,29.0,27.74,27.06,26.58,27.16
nobody,6.0,6.69,7.47,7.09,5.09
ghost,56.0,53.56,53.19,50.51,49.23
violation,13.0,12.43,13.06,12.41,11.03
configure,10.0,9.56,8.4,7.98,7.64
stability,82.0,73.64,71.85,70.0,74.69
mit,145.0,132.94,129.71,127.6,122.23
applying,73.0,76.51,82.12,79.75,79.79
southwest,4.0,3.83,3.73,3.54,3.4
boss,4.0,4.78,4.67,5.32,7.64
pride,3.0,2.87,2.8,2.66,5.94
institutional,14.0,14.35,15.86,15.95,14.43
expectations,21.0,23.91,24.26,21.27,21.22
independence,27.0,24.87,24.26,24.81,25.46
knowing,29.0,32.52,31.73,33.67,31.41
reporter,14.0,17.22,14.93,14.18,18.67
metabolism,0.0,0.0,2.8,2.66,2.55
keith,11.0,12.43,13.06,7.98,5.09
champion,32.0,30.61,33.59,29.24,48.38
cloudy,1.0,0.96,0.93,0.89,0.85
linda,2.0,1.91,2.8,2.66,1.7
ross,21.0,17.22,16.8,16.84,18.67
personally,4.0,3.83,6.53,7.98,7.64
chile,2.0,2.87,2.8,2.66,3.4
anna,7.0,6.69,6.53,4.43,4.24
plenty,7.0,6.69,6.53,7.09,6.79
solo,12.0,17.22,13.06,12.41,14.43
sentence,42.0,43.04,41.99,39.88,48.38
throat,0.0,0.0,0.0,0.89,0.85
ignore,7.0,6.69,6.53,8.86,9.34
maria,17.0,18.17,16.8,12.41,11.88
uniform,62.0,60.25,60.66,59.37,58.57
excellence,21.0,22.0,21.46,15.95,11.88
wealth,13.0,13.39,14.0,13.29,12.73
tall,6.0,6.69,6.53,6.2,5.94
rm,3.0,1.91,1.87,1.77,1.7
somewhere,6.0,6.69,7.47,7.09,6.79
vacuum,2.0,2.87,2.8,3.54,4.24
dancing,6.0,6.69,5.6,5.32,18.67
attributes,95.0,90.86,85.85,86.84,87.43
recognize,72.0,73.64,74.65,73.55,72.15
brass,0.0,0.0,0.0,0.0,0.0
writes,19.0,18.17,19.6,20.38,18.67
plaza,1.0,0.96,1.87,1.77,2.55
pdas,1.0,0.96,0.93,0.89,0.85
outcomes,72.0,67.91,69.99,69.12,73.85
survival,19.0,17.22,20.53,19.49,16.13
quest,32.0,40.17,43.86,42.53,44.99
publish,29.0,25.82,25.2,23.93,23.77
sri,16.0,14.35,14.0,13.29,11.88
screening,11.0,12.43,14.0,15.06,14.43
toe,6.0,5.74,5.6,5.32,5.09
