id,translated_japanese,origin_translation,origin_bleu,gpt_translation,gpt_bleu
534,比較的静かな目覚まし時計を使って 完全に目覚めずに 意識を取り戻すことで 簡単にできるのです,これは、比較的静かな目覚まし時計を使って、完全に目を覚まさずに意識を呼び戻すことで簡単にできます。,55.78333010787151,これは、比較的静かな目覚まし時計を使って、完全に目を覚ますことなく意識を引き戻すことで簡単に行うことができます。,43.790252786949715
535,寝ているときに時計をリセットすると 部屋の反対側に置くことができます 寝床から立ち上がって 消すようにします,無意識のうちにアラームを止めてしまうことに気がついたら、部屋の反対側に時計を置いて、ベッドから出なければ止められないようにする手があります。,16.890435630209435,もしあなたが眠っている間に時計をリセットしてしまうことがあるなら、それを部屋の反対側に置くと良いでしょう。そうすることで、起き上がって止める必要があります。,25.5721526675932
536,"バイオリズムに基づく他の選択肢は 寝る前に大量の液体 (特に水や茶,知られる尿剤) を飲むことであり 起きて尿をするようにします",バイオリズムに基づくその他の手段としては、睡眠前に水分（特に水や利尿作用のあるお茶）を多めに摂って、排尿するために起きざるをえない状況にするなどです。,19.579940831893534,他のバイオリズムに基づく選択肢には、寝る前にたくさんの液体（特に利尿作用のある水やお茶）を飲むことが含まれます。これにより、排尿のために起き上がることを強いられます。,24.201569971614532
537,"心の平和の量 は,人 の 体 と 霊 の 緊張 の量 に 対し て 関連 し て い ます.",人の心の安らぎを示す度合いは、身体や精神の緊張の度合いとは正反対の関係にあります。,11.748898132652998,人が持つ内なる平和の量は、体と精神の緊張の量と逆の相関関係があります。,19.770608552896142
538,"緊張 が 少なくなるほど,生活 力 が 積極 的 に 増える.すべて の 人 は 絶対 的 な 平和 と 満足 を 得る 可能性 が あり ます.",緊張度が低いほど、よりポジティブな生命力が生まれます。誰にでも絶対的な平和と満足感を見い出す潜在的な能力が備わっています。,18.28621021563359,緊張が低いほど、存在する生命力はよりポジティブになります。すべての人には、絶対的な平和と満足を見つける潜在能力があります。,27.078233578942605
539,誰もが悟りを得るのです この目標に 阻害する唯一のものは 自分の緊張や否定性です,誰でも悟りを開くことができます。この目標を妨げる唯一のものは、本人の不安や否定的な気持ちだけです。,21.308138117156183,誰もが啓発を達成できます。この目標を妨げている唯一のものは、自分自身の緊張と否定性です。,28.260971651667255
540,"チベット仏教は仏陀の教えに基づいていますが,愛の大聖道やインドヨガの多くの技術によって拡張されました.",チベット仏教はブッダの教えに基づく信仰ですが、大乗仏教の慈悲やインドのヨガから多くの技術を取り入れて拡張されています。,31.850295157086485,チベット仏教は仏陀の教えに基づいていますが、大乗の愛の道やインドのヨガの多くの技術によって拡張されています。,69.08457286674576
541,"原則としてチベット仏教は非常にシンプルです 昆ダリニヨガ,瞑想,そして全身の愛の道から構成されています",原則として、チベット仏教は非常にシンプルです。クンダリーニヨガ、瞑想、そしてすべてを慈しむ愛の道で構成されています。,46.79472451842652,チベット仏教は原則として非常にシンプルです。それはクンダリーニ・ヨガ、瞑想、そして包括的な愛の道から成り立っています。,37.13635942726446
542,"クンダリニヨガでは,クンダリニエネルギー (啓蒙エネルギー) がヨガ姿勢,呼吸運動,マントラ,視覚化を通じて目覚めます.",クンダリーニヨガは、ヨガのポーズ、呼吸、マントラ、ムードラなどを組み合わせてクンダリーニ（自己の魂）の覚醒を目指すものです。,14.326547289357972,クンダリーニヨガでは、ヨガのポーズ、呼吸法、マントラ、ビジュアライゼーションを通じてクンダリーニエネルギー（啓発エネルギー）が覚醒されます。,25.841149052693407
543,"チベット瞑想の中心は神々ヨガです.様々な神々を視覚化することでエネルギーチャネルが清掃され,チャクラが活性化され,啓蒙意識が生まれます.",チベット瞑想の中心は神性ヨガです。さまざまな神々を視覚化することで、エネルギーチャネルが浄化され、チャクラが活性化され、悟りの意識が生まれます。,58.846361951434986,チベット瞑想の中心は神のヨガです。さまざまな神々の視覚化を通じて、エネルギーのチャネルが浄化され、チャクラが活性化され、覚醒の意識が生まれます。,44.438241095843125
544,"ドイツは第二次世界大戦において共通の敵であった.これはソ連と米国との協力につながった.戦争終結とともに,システム,プロセス,文化との衝突が各国が崩壊させた.",第二次世界大戦ではドイツは共通の敵であり、ソ連とアメリカの協力につながりました。終戦後、両国は制度やプロセス、そして文化の衝突により、反目し合うことになりました。,25.52179693204079,ドイツは第二次世界大戦における共通の敵であり、それがソ連とアメリカの協力を生み出しました。戦争の終結とともに、制度、プロセス、文化の対立が生じ、両国は対立するようになりました。,28.251617240670463
545,2年後の戦争で 元同盟国は敵となり 冷戦が始まった.,終戦から2年でかつての同盟国は敵国同士となり、やがて冷戦が始まりました。,22.046028784757485,戦争が終わって2年後、以前の同盟国は敵となり、冷戦が始まりました。,33.763079345101964
546,戦闘は40年間続くもので アフリカからアジア アフガニスタン キューバなど多くの場所で 代理軍によって 戦闘が行われるでしょう,その後それが40年間続き、アフリカからアジア、アフガニスタン、キューバなどの戦場で代理の軍隊による本物の戦いが繰り広げられることになりました。,30.440265237701585,それは次の40年間続くことになり、アフリカからアジア、アフガニスタン、キューバ、その他多くの場所で、代理軍によって本気で戦われることになります。,38.535154694216025
547,"1939年9月17日までにポーランド防衛は既に壊れていて,ルーマニア橋頭沿いに撤退し再編をすることが唯一の希望でした.",1939年9月17日までに、ポーランドの防衛はすでに破られており、唯一の希望はルーマニアの橋頭堡に沿って退却し、再編成することでした。,37.85591537527809,1939年9月17日までに、ポーランドの防衛はすでに崩壊しており、唯一の希望は撤退してルーマニアの橋頭堡で再編成することでした。,39.61309814870062
548,"しかし,これらの計画はほぼ一夜のうちに時代遅れとなった. ソ連赤軍から800,000人以上の兵士が,リガ平和条約,ソビエト・ポーランド非侵略協定,および二国間および多国間その他の国際条約を違反して,ポーランド東部地域を侵略した後,ベラルーシとウクライナの戦線を立ち上げました.",しかし、これらの計画はほぼ一夜にして過去のものとなりました。ソビエト連邦赤軍の80万人以上の兵士が、リガ講和条約、ソビエト・ポーランド不可侵条約、その他の国際条約（二国間および多国間）に違反してポーランド東部地域を侵攻した後、ベラルーシ戦線とウクライナ戦線を形成したのです。,42.02901657751963,しかし、これらの計画は、一晩のうちに無効化されました。ソビエト連邦の赤軍からの80万人以上の兵士が、リガ平和条約、ソビエト・ポーランド不侵略 pact、その他の二国間および多国間の国際条約に違反して、ポーランド東部地域に侵攻し、ベラルーシとウクライナの戦線を形成したからです。,43.51792464290203
549,船舶を船で運ぶことは 大量の人と貨物を海を越えて運ぶのに 最も効率的な方法です,船舶で物資を輸送するのは、海を越えて人や物資を大量輸送する最も効率的な方法です。,32.24978237189084,船を使って貨物を輸送することは、海を越えて大量の人や物を移動させる最も効率的な方法です。,34.181627882011234
550,伝統的に海軍の仕事は 国民と貨物を移動させる能力を維持し 同時に敵の持ち物を移動させる能力にも 干渉することでした,従来より、海軍の仕事は、自国民や物資を輸送する能力を維持すると同時に、敵国民や物資を輸送する能力を確実に妨害することでした。,25.730560197499365,海軍の役割は伝統的に、自国が人や物を移動させる能力を維持しつつ、同時に敵国の人や物の移動能力を妨げることです。,34.79661753607024
551,"この 注目 に 値する 最近 の 例 の 一つ は,第二次世界大戦 の 北 大西洋 キャンペーン です.アメリカ は,イギリス に 援助 する ため に,大西洋 を 横切る 人 と 材料 を 移動 する よう 試み まし た.",最近の最も注目すべき例として、第二次世界大戦の北大西洋作戦があります。アメリカはイギリスを助けるために大西洋を渡って人員や物資の輸送を試みました。,30.561830018633795,最近の注目すべき例の一つは、第二次世界大戦の北大西洋キャンペーンでした。アメリカ人は、イギリスを助けるために大西洋を越えて人員と物資を移動させようとしていました。,38.877778166909486
552,同時に ドイツ海軍は主に潜水艦を用い 交通を止めようとしていました,同時に、ドイツ海軍は主にUボートを使用して、この輸送を阻止しようとしていました。,37.64268861800323,同時に、ドイツ海軍は主にUボートを使用して、この交通を止めようとしていました。,51.962734111729134
553,もし連合国が失敗していたら ドイツはおそらくヨーロッパを征服できたでしょう,連合国が敗れていたら、ドイツはおそらくヨーロッパの他国と同じように英国を征服できていたことでしょう。,40.3675043073904,連合国が失敗していたなら、ドイツは残りのヨーロッパと同様にイギリスを征服することができたでしょう。,38.84461686967361
554,羊はイランのザグロス山脈で 約1万年前に初めて家畜化されたようです,ヤギの家畜化は、約1万年前に始まり、その中心はイランのザグロス山脈西部であったとされています。,33.59522361566766,ヤギは、イランのザグロス山脈で約1万年前に最初に家畜化されたようです。,69.55736420900234
555,"古代の文化や部族は牛乳,毛,肉,皮を簡単に手に入れるために 保存し始めました",古代の文化や部族は、乳、毛、肉、皮を簡手に入れやすいヤギを飼い始めました。,34.397058441176085,古代の文化や部族は、牛乳、毛、肉、皮を簡単に得るためにそれらを飼い始めました。,38.291501053328425
556,"家庭 の 羊 は 一般 に 丘 や 牧場 の 他 の 地域 に 散らばる 群れ に 飼育 さ れ た.その 群れ は 羊飼い で 飼育 さ れ た.羊飼い は 頻繁に 子供 や 青少年 で,より よく 知られる 羊飼い に 似 て い ます.今日 も 飼育 の この 方法 が 使われています.",一般的に家畜のヤギは、丘陵地やその他の放牧地で放し飼いにされていましたが、ヤギの群れを世話をするヤギ飼いはたいてい少年でした。この習慣は今日でも続いています。,16.214722603715863,国内のヤギは、一般的に丘やその他の放牧地を歩き回る群れで飼われており、しばしば子供や若者である羊飼いによって世話されています。これらの放牧方法は、今日でもなお使用されています。,19.048942069947064
557,16世紀にもう一度イギリスで ワゴンウェイが建設されました,イギリスでは、16世紀にはすでに貨車道が敷設されていました。,25.20438512817695,ワゴンウェイは16世紀にイングランドで建設されました。,42.494378486893766
558,車両路は 単なる 木製の平行板でできたが 車は 車を引くことで 軽く 荒らした道路よりも 速く 荷物を引くのに 力を入れていた.,貨車道は板材を並行に並べて敷いただけのものでしたが、馬がそれを引くことで、当時のやや荒れた道路よりも大きな荷物を高速に輸送できました。,19.159797569781432,ワゴンウェイは単に平行に並べられた木板で構成されていましたが、それによって馬がそれを引くことで、当時のやや粗い道路よりも速く走行し、より大きな荷物を運ぶことが可能になりました。,17.04534537936022
559,"鉄道の位置を保つために,かなり早くクロスティが導入されました.しかし,徐々に,鉄道が上部に鉄のストップをつければより効率的なことがわかりました.",枕木は、線路を所定の位置に固定するためにかなり早い段階で導入されました。やがて、上部に鉄製の先端部を設けると効率がよいことが徐々にわかってきました。,20.673638446952463,枕木は、レールを所定の位置に固定するためにかなり早い段階で導入されました。しかし、徐々に、レールの上に鉄の帯を取り付けることで、より効率的になることが認識されました。,21.118005082558312
560,"これは一般的慣習となったが,鉄は車車の木製の車輪に磨きを余儀なくした.",これが一般的になりましたが、鉄は馬車の木製車輪の摩耗が進む原因になりました。,15.833977284689627,これは一般的な慣行となりましたが、鉄は荷車の木製の車輪により多くの摩耗を引き起こしました。,28.53167409582821
561,"鉄 の 輪 が 代替 さ れ まし た.1767 年 に,最初の 鉄 の 輪 が 導入 さ れ まし た.",最終的に、木製の車輪は鉄製の車輪に取って代わられました。1767年、総鉄製レールが初めて導入されました。,22.300511760546257,最終的に、木製の車輪は金属製の車輪に取って代わられました。1767年には、最初の完全な鉄製レールが導入されました。,24.90920809650838
562,最初の輸送手段は歩行でした 人類は200万年前に ホモエレクタスの出現 (直人という意味) によって直立して歩行を始めたのです,最初に知られていた移動手段は歩行であり、人類の直立歩行は200万年前にホモ・エレクタス（「直立する人間」の意味）の出現時に始まりました。,29.591149883587214,最初の知られている交通手段は歩行であり、人類はホモ・エレクトス（直立した人を意味する）が出現した200万年前から直立歩行を始めました。,26.45260377596222
563,前のオストラロピテクスは 普段のように 立っ歩いていませんでした,直接の祖先であるアウストラロピテクスには、一定時間以上の直立歩行を続ける習慣はありませんでした。,23.435943115055156,彼らの先祖であるアウストラロピテクスは、習慣的に直立して歩いていませんでした。,41.30279647289645
564,"バイペダル特性は4200万年3200万年前から4200万年前から3200万年前までのオーストラリアロピテクス化石で見つかりましたが,サヘルアントロプスは7百万年前から2足で歩いていたのかもしれません.",サヘラントロプスは700万年前に早くも二本足で歩いた可能性がありますが、二足歩行の特性は、390～420万年前のオーストラロピテクスの化石で確認されています。,27.043196328732826,二足歩行の特化は、約420万年から390万年前のアウストラロピテクスの化石に見られますが、サヘラントロプスは700万年前にはすでに二足歩行していた可能性があります。,23.84993710387785
565,環境に優しい生活を送り 環境運動に参加し 将来の苦しみを 軽減するために活動家としても できるようになります,もっと環境に優しい生活を始めてもいいし、環境運動に参加してもいいし、将来の苦しみをある程度軽減するために活動家になってもいいのです。,42.98381412125992,私たちは、環境に優しい生活を始めることができ、環境運動に参加することもでき、未来の苦しみをある程度減らすために活動家になることもできます。,33.061915741800085
566,"症状の治療は 多くの場合 同じです しかし,一時的な解決を望んでいなければ 問題の根源を突き止め,それを消すべきです.",多くの場合、これは対症療法のようなものです。しかし、一時的な解決を求めるだけではなく、問題の根本原因を突き止め、それを不活性化させる必要があります。,21.988514613535017,これは多くのケースにおける対症療法のようなものです。しかし、一時的な解決だけを望むのではなく、問題の根本を見つけ、それを無効にする必要があります。,16.803901425794407
567,明らか に は あり ませ ん.科学 と 技術 の 進歩 に よっ て 世界 は 大きく 変化 し て い ます.人口 過剰 と 贅沢 な 生活 習慣 に よっ て 問題 が 大きく 増し て い ます.,人類の科学技術の進歩によって世界は大きく変わり、過剰な人口と贅沢な生活が原因で問題が拡大したことは十分に明白な事実です。,35.11130775011578,人類の科学技術の進歩によって世界が大きく変わったことは明らかであり、過剰人口や人間の贅沢なライフスタイルのために問題がより深刻になっています。,26.972420484280228
568,"7月4日,議会が承認した後,議会議長ジョン・ハンコックとチャールズ・トムソン長官が署名した手書きの草案は,その後数ブロック先にあるジョン・ダンラップの印刷所に送られました.",7月4日に議会で採択された後、ジョン・ハンコック大統領とチャールズ・トムソン長官が署名した手書きの草案が、数街区先のジョン・ダンラップ社の印刷所に送られました。,58.816504490429175,7月4日に議会によって採択された後、議会の大統領ジョン・ハンコックと秘書チャールズ・トンプソンが署名した手書きの草案は、その後、数ブロック離れたジョン・ダンラップの印刷所に送られました。,51.72319241725445
569,"""ダンラップ・ブロードサイド""として知られる""ダンラップ・ブロードサイド""という名前の 150~200本が夜間に作られました",一晩で150～200枚が複製され、現在では「ダンラップ・ブロードサイド」と呼ばれています。,29.497860500835234,夜を通して、150部から200部のコピーが作成され、現在「ダンラップ広報」として知られています。,19.53728126284977
570,"文書の最初の公読は 7 月 8 日,ジョン・ニクソンによって独立館の庭で行われた.",この文書の初の公開朗読は、7月8日に独立記念館の庭でジョン・ニクソンによって行われました。,40.68833849111124,その文書の最初の公の朗読は、7月8日にインディペンデンスホールの中庭でジョン・ニクソンによって行われました。,36.9042697272296
571,"7 月 6 日 に,ジョージ ワシントン に 1 冊 が 送 られ まし た.その 冊子 は 7 月 9 日 に ニューヨーク の 軍 に 読み聞かせ られ まし た.その 冊子 は 8 月 10 日 に ロンドン に 届きました.",1通は7月6日にジョージ・ワシントンに送られ、7月9日にニューヨークで軍隊に向けて朗読されました。もう1通は8月10日にロンドンに届きました。,48.9584913882215,"以下のテキストを日本語に翻訳します：

「1つはジョージ・ワシントンに7月6日に送られ、彼は7月9日にニューヨークの部隊にそれを読むようにしました。1部は8月10日にロンドンに到着しました。」",35.959706750679594
572,"ダンラップ の 25 条 の 幅 は,現存 し て いる こと が 知ら れ て いる 文書 の 最古 の 保存 し て いる 副本 です.その 原稿 の 手書き は 保存 し て い ませ ん.",現存することが知られている25枚のダンラップ・ブロードサイドは、現存する当該文献の最古の写しです。手書きによる原本は現存していません。,31.98099923540077,存在する25枚のダンラップのブロードサイドは、この文書の最古の現存コピーです。元の手書きのコピーは残っていません。,24.30082352488914
573,"今日 の 考古学 者 たち は,恐竜 の ある 集団 が 生き延びて 今日 も 生き て いる と 信じ て い ます.我々は,それら を 鳥 と 呼んでいます.",今日、多くの古生物学者は、あるグループの恐竜が生き残り、現在も生きていると信じています。私たちはそれを鳥と呼んでいます。,38.48437963091575,今日、多くの古生物学者は、一部の恐竜が生き残り、現在も生きていると信じています。それらを私たちは「鳥」と呼んでいます。,36.92097745996945
574,羽が飛んで飛ぶことが多いので 恐竜とは考えません,羽を持ち、空を飛べるので、恐竜だと思っていない人も大勢います。,6.275766838466248,多くの人々は彼らを恐竜とは考えません、なぜなら彼らには羽毛があり、飛ぶことができるからです。,25.21373398542111
575,しかし鳥にはまだ恐竜に似ていることがたくさんあります,しかし、現在も鳥の外観は多くの点で恐竜に似ています。,22.262629882195096,しかし、鳥に関してはまだ恐竜のように見えることがたくさんあります。,46.57766258652721
576,足がと爪で卵を産み 背中の両足でT・レックスのように歩いています,鱗と爪のついた足を持ち、卵胎生であり、ティラノサウルスのように後ろ脚2本で歩きます。,12.390521941867604,,
577,今日使われているコンピュータはほとんど全て バイナリー数字の形でコード化された情報操作に基づいています,事実上、今日使用されているすべてのコンピュータは、2進数で符号化された情報の操作に基づいています。,39.708195885807044,今日使用されているほぼすべてのコンピュータは、バイナリ番号の形で符号化された情報の操作に基づいています。,42.406567527009884
578,"バイナリー数は2つの値のうち1つしか持たない 0 または 1 であり,これらの数字はコンピュータのジャガンを用いるとバイナリー数字 (またはビット) と呼ばれます.",2進数は、2つの値 (0または1) のいずれかで表され、コンピュータ用語を使用するために、これらの数値は2進数またはビットと呼ばれます。,29.75696194430394,バイナリ数は、0または1のいずれかの値のみを持つことができ、これらの数はバイナリ桁、つまりコンピュータ用語でビットと呼ばれます。,30.66769573241975
579,"内部 の 毒 が すぐ に 明らか に なり ませ ん.嘔吐 の よう な 症状 は,すぐに 診断 でき ない よう に 普遍 的 な もの で ある.",内部中毒はすぐに明らかにならないことがあります。嘔吐などは一般的な症状であるため、直ちに診断を下すことはできません。,23.529841082905307,内部中毒は直ちに明らかではない場合があります。嘔吐などの症状は非常に一般的であるため、即座に診断を下すことはできません。,16.249881818464228
580,薬剤や有害な家用化学物質の開いた容器の存在が内部の毒性の最も良い兆候である可能性があります.,内部中毒の最も明らかな兆候は、薬剤や毒性のある家庭用化学薬品の容器が開いていることです。,17.450533733120917,内部中毒の最も良い指標は、開封された医薬品または有毒な家庭用化学薬品の存在かもしれません。,14.637535088713419
581,その特定の毒に対する 特定の急救指示を 標識にチェックしてください.,毒物のラベルを見て、その特定の毒物に関する応急処置の指示があるかどうかを確認してください。,21.158946060829564,その特定の毒に対する具体的な応急処置の指示については、ラベルを確認してください。,33.30633362519559
582,虫のこの群を例にすると 昆虫学者が正式な意味でバグという用語を使います,昆虫学者は、この昆虫群について昆虫という呼称を正式な意味で使用しています。,24.54115095348861,「バグ」という用語は、昆虫学者によってこのグループの昆虫に対して正式な意味で使われます。,24.098849323629803
583,"この用語は,人間に寄生虫を及ぼすために高度に適応した昆虫である ベッドバグとの古代の熟知から生じています.",この呼び名は、トコジラミが高い適応力を持って人に寄生する害虫として古代から寝床に蔓延っていたことに由来しています。,12.00338148176038,この用語は、ヒトに寄生することに非常に適応した昆虫である南京虫に対する古代の親しみから派生しています。,30.20339887524018
584,"刺客虫と寝虫は,巣や宿主の住居に適応して,ニジコロスです.",サシガメとトコジラミは、いずれも宿主の巣や住居で生活することに適応した留巣性です。,12.720753630573544,アサシンバグとナ床バグはどちらも巣に住むことに適応したニディコラスであり、宿主の巣や住居に住んでいます。,11.405895846130228
585,"アメリカ合衆国では 400,000 件ほどの人たちが 患っていることが分かりました.",米国では、多発性硬化症（MS）の既知の症例数が約40万人と言われ、若年者および中年者の代表的な神経疾患として知られています。,5.547936633898757,"アメリカ合衆国全体で、約400,000件の知られている多発性硬化症（MS）の症例があり、これは若い成人や中年層における主要な神経疾患となっています。",20.128266562114
586,"脊髄症は脳,脊髄,視覚神経で構成される 中枢神経系に影響を与える病気です",MSは、脳、脊髄、視神経からなる中枢神経系に影響を与える病気です。,51.284502217214744,MSは脳、脊髄、視神経からなる中枢神経系に影響を与える病気です。,53.16625324232219
587,研究によると 女性は男性より 2倍以上 MSを患う可能性が高いのです,研究によると、女性が多発性硬化症（MS）を発症する確率は男性の倍であることがわかっています。,16.68411036310196,研究によると、女性は男性の2倍の確率で多発性硬化症（MS）を発症することがわかっています。,19.92415148272865
588,両親 は 赤ちゃん を 育て て いる の は 自分 の 利害 と 子供 の 利害 と いう こと が ない と 判断 し ます.,子育てが親子どちらにとっても得にならないと判断する夫婦もいるでしょう。,14.111869119514905,カップルは、赤ちゃんを育てることが自分たちの利益にも、子どもの利益にもならないと判断することがあります。,21.975298033497282
589,養子縁組の計画をする,このようなご夫婦は、その赤ちゃんのために養子縁組制度を利用できます。,7.633361415159184,これらのカップルは、自分たちの赤ちゃんのために養子縁組の計画を立てることを選ぶかもしれません。,15.085028738089184
590,養子縁組の場合 生まれ親は親権を断ち切って 赤ちゃんを養うことができるのです,養子縁組では、実父母は親権を失い、別の夫婦がその子の親になることができます。,19.1189593862522,養子縁組において、生物学的な親は、別のカップルがその子供を育てることができるように、親権を放棄します。,17.050005170214458
591,科学の主な目的は科学方法によって世界がどのように機能するかを知ることです.この方法は実際はほとんどの科学研究を指針します.,科学の主な目的は、科学的方法によって世界の仕組みを解明することです。実際、この方法はほとんどの科学研究の指針となっています。,43.314099414293764,科学の主な目標は、科学的方法を通じて世界がどのように機能しているかを解明することです。この方法は実際にはほとんどの科学研究を導いています。,47.27847313058963
592,"実験は,一つの仮説を排除し,質問し,観察する際に 科学研究を指す実験です.",しかし、それだけではありません。実験とは、可能性のある仮説の1つ以上を排除するために使用される試験のことで、質問をしたり観察をしたりすることも科学研究の指針となります。,9.691236861195316,それは孤立しているわけではなく、実験や実験は、1つ以上の可能な仮説を排除するために使用されるテストであり、質問をすることや観察を行うことも科学研究を導くものです。,13.126047291096347
593,"自然学者や哲学者は古典的な文献,特にラテン語の聖書に注目した.",自然主義者や哲学者たちは、古典書、特にラテン語で書かれた聖書に注目していました。,29.944951788273283,自然主義者や哲学者たちは古典的なテキスト、特にラテン語の聖書に焦点を当てました。,37.047281975437556
594,アリストテレスの見解は心理学を含む科学のあらゆる問題について受け入れられた.,受け入れられたのは、心理学を含む科学のあらゆる事項に関するアリストテレスの見解でした。,57.30016203398646,受け入れられたのは、心理学を含む科学のすべての事柄に関するアリストテレスの見解でした。,47.94818704742328
595,ギリシャ語の知識が衰えていくと 西洋はギリシャの哲学と科学の根から切り離された.,ギリシャの知識が衰退するにつれて、西洋諸国はギリシャの哲学や科学のルーツから切り離されていることに気づきました。,32.33481213102643,ギリシャの知識が衰退するにつれて、西洋はギリシャの哲学的および科学的なルーツから切り離されることになりました。,34.306085133877865
596,"身体学や行動における多くの観察されたリズムは,しばしば内生循環の存在と生物時計による生産に依存する.",生理学や行動で観察されるリズムの多くは、内因性周期の存在と体内時計を通して刻まれるしくみに決定的に依存していることが多いのです。,16.52347968446555,生理学や行動における多くの観察されたリズムは、内因性サイクルの存在と生物時計を通じたそれらの生成に重要に依存しています。,44.759927997529495
597,"周期的なリズムは,外部周期的な信号への反応ではなく,細菌,真菌,植物,動物を含むほとんどの生物で記録されています.",周期的リズムは、単に外部からの周期的な合図への応答ではなく、細菌、真菌、植物、動物を含むほとんどの生物について記録されています。,38.832303337329265,外部の周期的な刺激に単に反応するだけでなく、周期的なリズムは細菌、真菌、植物、動物を含むほとんどの生物において記録されています。,41.95197972944463
598,"生物時計は,外部信号がない場合でも,自由走行サイクルを継続する自立振動器です.",体内時計は、外部からの合図がなくても、一定期間、自由に循環し続ける自立的発振器です。,12.630863299531528,生物時計は自己持続型の振動器であり、外部の刺激がなくても自由に周期的なサイクリングを続けることができます。,15.860053210813838
599,ヒトラーとチェイスの実験は DNAが遺伝物質だと示唆した主要な証拠の一つでした,ハーシーとチェイスの実験は、DNAが遺伝物質であることを示唆する有力な実験の1つでした。,38.291450102444145,ハーシーとチェイスの実験は、DNAが遺伝物質であるという主要な提案の一つでした。,46.921294845643466
600,ヒトラーとチェイスは 菌類やウイルスを使って 細菌にDNAを植え付けました,ハーシーとチェイスはファージ（ウイルス）を使い、そのDNAをバクテリアに移植しました。,24.131969265497087,ハーシーとチェイスはファージ、つまりウイルスを使用して、自分たちのDNAをバクテリアに植え付けました。,31.466870174832362
601,放射性でファゲのDNAを標識したり 放射性硫黄でファゲのタンパク質を標識したりした,彼らは2つの実験を試み、1つはファージのDNAに放射性のリンで印をつける実験、もう1つはファージのタンパク質に放射性の硫黄で印をつける実験でした。,15.547127934293743,彼らは、ファージのDNAに放射性リンをマークする実験と、ファージのタンパク質に放射性硫黄をマークする実験の2つを行いました。,18.60816990284171
602,"変異は変異の種類,影響を受けた遺伝物質の重要性と影響を受けた細胞が菌根系細胞かどうかによって様々な異なる効果を持つことができます.",突然変異は、変異の種類、影響を受けた遺伝物質の欠片の意義、影響を受けた細胞が生殖細胞であるかどうかによって、さまざまな異なる影響を生む可能性があります。,37.96883363911155,ミューテーションは、ミューテーションの種類、影響を受ける遺伝物質の重要性、および影響を受ける細胞が生殖細胞であるかどうかによって、さまざまな異なる影響を持つ可能性があります。,27.327810156416348
603,"遺伝子細胞の変異だけが子供に伝染する一方,他の場所の変異は細胞死亡や癌を引き起こす可能性があります.",生殖細胞に生じた突然変異だけは子に受け継がれ、他の部位に生じた突然変異は細胞死や癌の原因になる可能性があります。,24.387029569519996,生殖細胞の変異のみが子供に受け継がれ、他の部分での変異は細胞死や癌を引き起こすことがあります。,37.71853646868191
604,自然に依拠する観光は植物や動物などの自然景観を楽しむために自然地域を訪れる人に惹かれます.,自然との触れあいを重視した観光は、野生の動植物を含めた景観を楽しむ目的で自然地域を訪れることに興味を持つ人々を魅了しています。,21.857997348328897,自然に基づく観光は、景色を楽しむために自然地域を訪れることに関心のある人々を惹きつけます。これには植物や動物の野生生物も含まれます。,33.63871356866926
605,"現場での活動には狩猟,釣り,写真,鳥観察,公園を訪れ,生態系に関する情報を研究することが挙げられます.",現地での活動の例としては、狩猟、釣り、写真撮影、バードウォッチング、公園の見学や生態系に関する情報調査などが挙げられます。,26.435132164572355,現地活動の例には、狩猟、釣り、写真撮影、バードウォッチング、公園訪問、そして生態系に関する情報の学習が含まれます。,20.522761782768946
606,旅立ち 写真を撮り ボルネオの臓器類について学ぶこと,例としては、ボルネオ島のオランウータンに会いに行き、写真を撮ったり、学んだりすることが挙げられます。,10.97160367112652,例として、ボルネオでオランウータンを訪れ、写真を撮り、学ぶことが挙げられます。,17.21660800906155
607,毎朝 農村部から 車を乗り出して 仕事所へ 行くと 職場の目的地が 出てきた場所にある 仲間が 通り過ぎる.,毎朝、小さな田舎町を出発して職場に向かう人々は、自分たちの出発地付近に職場がある人たちとすれ違います。,7.693878347237431,毎朝、人々は小さな田舎町を車で出発し、職場に向かいます。そして、彼らが今出発したばかりの場所が目的地である他の人々にすれ違います。,9.027807778179561
608,動的な輸送シャトルでは 民間自動車をベースとした輸送システムと 繋がり合い 支えられています,このダイナミックな往復輸送においては、誰もが自家用車をベースにした輸送系と何らかの形でつながり、それを支えています。,16.0043674483278,このダイナミックな輸送シャトルでは、皆が何らかの形でつながり、プライベートカーを基盤とした輸送システムを支えています。,30.554419989536118
609,科学は この巨大な炭素経済が 過去200万年にわたって 人類の進化を支えてきた 安定した状態の一つから 生物圏を 引き離したことを示しています,科学は今、この大規模な炭素経済によって、過去200万年間にわたって人間の進化を支えてきたその安定した状態の1つから生物圏を外したことを示しています。,51.431681533824325,科学は現在、この大規模な炭素経済が過去200万年にわたって人類の進化を支えてきた生物圏の安定した状態の一つを動かしてしまったことを示しています。,63.836088901167074
610,"誰もが社会に参加し,交通システムを利用しています. ほとんど誰もが交通システムについて文句を言う.",社会生活を営む人は誰でも交通機関を利用します。そのほとんど全員が交通システムに不満を抱いています。,26.002029193483857,皆が社会に参加し、交通システムを利用しています。ほとんどの人が交通システムについて不満を持っています。,54.5371363176115
